name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url
Trà Sữa Tocotoco - Nguyễn Hoàng,CAFÉ/DESSERT -Chi nhánh,"107 Nguyễn Hoàng, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Đồng giá 29k,4.5,999+,Đóng cửa,,25.000 - 60.000,https://shopeefood.vn/ha-noi/tra-sua-tocotoco-nguyen-hoang
Ích Hòa Đường - Taiwan Tea - Ô Chợ Dừa,CAFÉ/DESSERT -Chi nhánh,"24 Ô Chợ Dừa, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm hết 20%,4.5,999+,Đóng cửa,,30.000 - 100.000,https://shopeefood.vn/ha-noi/ich-hoa-duong-taiwan-tea
Trà Sữa Tiger Sugar By HongKong - Tam Khương,CAFÉ/DESSERT -Chi nhánh,"70 Tam Khương, P. Khương Thượng, Đống Đa, Hà Nội",Giảm hết 45%,4.5,100+,Đóng cửa,,10.000 - 50.000,https://shopeefood.vn/ha-noi/tra-sua-tiger-sugar-by-hongkong-tam-khuong
Trà Sữa HAPPY - KĐT Đô Nghĩa,"Yêu thích
CAFÉ/DESSERT","U08-L70 KĐT Đô Nghĩa, Yên Lộ, P. Yên Nghĩa, Hà Đông, Hà Nội",Giảm hết 50%,4.5,999+,Mở cửa,09:00 - 23:00,30.000 - 50.000,https://shopeefood.vn/ha-noi/tra-sua-happy-kdt-do-nghia
Tiệm Gà Rán Óng Ánh - Chùa Láng,"Yêu thích
QUÁN ĂN -Chi nhánh","Số 3 Ngách 1 Ngõ 121 Chùa Láng, P Láng Thượng, Đống Đa, Hà Nội",Giảm món,4.5,999+,Mở cửa,09:00 - 23:59,35.000 - 200.000,https://shopeefood.vn/ha-noi/tiem-ga-ran-ong-anh-chua-lang
Mokchang - Đồ Ăn Hàn Quốc - Láng Hạ,"Yêu thích
QUÁN ĂN -Chi nhánh","14 - 16 Ngõ 81 Láng Hạ, P. Thành Công, Ba Đình, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,19.000 - 299.000,https://shopeefood.vn/ha-noi/mokchang-do-an-han-quoc-lang-ha
Tiệm Gà Rán Số 19 - Hào Nam,"Yêu thích
SHOP ONLINE","1 Ngõ 32A Phố Hào Nam, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,50.000 - 200.000,https://shopeefood.vn/ha-noi/tiem-ga-ran-so-19-hao-nam
Trà Sữa Seko Tea - Mễ Trì Thượng,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","37 Mễ Trì Thượng, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm hết 50%,4.5,999+,Mở cửa,00:00 - 01:00 | 09:00 - 23:59,20.000 - 40.000,https://shopeefood.vn/ha-noi/seko-tea-tra-sua-dai-loan
Bonchon Chicken - Lạc Long Quân,QUÁN ĂN -Chi nhánh,"292E Lạc Long Quân, P.Xuân La, Tây Hồ, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bonchon-chicken-lac-long-quan
Royal Tea - Trà Sữa Trân Châu - Hồ Tùng Mậu,CAFÉ/DESSERT -Chi nhánh,"Số 3 Ngách 16 Ngõ 75 Hồ Tùng Mậu, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm hết 40%,4.5,999+,Mở cửa,09:00 - 22:50,20.000 - 40.000,https://shopeefood.vn/ha-noi/royal-tea-tra-sua-tran-chau-ho-tung-mau
Minh Hoàng Bakery - Bông Lan Trứng Muối & Đồ Uống Online - Trần Thái Tông,QUÁN ĂN -Chi nhánh,"37 Ngõ 44 Trần Thái Tông, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm hết 5%,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/minh-hoang-bakery-bong-lan-trung-muoi-do-uong-online-tran-thai-tong
Master Tea 美茶 - Bồ Đề,CAFÉ/DESSERT -Chi nhánh,"Số 24 Ngõ 219 Bồ Đề, P. Bồ Đề, Long Biên, Hà Nội",Giảm món,4.5,999+,Mở cửa,09:00 - 23:00,30.000 - 50.000,https://shopeefood.vn/ha-noi/master-tea-%E7%BE%8E%E8%8C%B6-bo-de
Bếp Mẹ Su - Phở Tíu - Shop Online - Lạc Long Quân,QUÁN ĂN -Chi nhánh,"Số 4A, Ngõ 43 Lạc Long Quân, P. Nghĩa Đô, Cầu Giấy, Hà Nội",Giảm hết 22%,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bep-me-su-pho-tiu-shop-online-lac-long-quan
Trà Sữa Royaltea - Lê Lai,CAFÉ/DESSERT -Chi nhánh,"64 Lê Lai, P. Hà Cầu, Hà Đông, Hà Nội",Giảm hết 50%,4.5,100+,Mở cửa,09:00 - 23:00,20.000 - 30.000,https://shopeefood.vn/ha-noi/tra-sua-royaltea-le-lai
Vịt 29 - Vịt Quay Bắc Kinh - Bạch Mai,QUÁN ĂN -Chi nhánh,"506 Bạch Mai, P. Trương Định, Hai Bà Trưng, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,15.000 - 450.000,https://shopeefood.vn/ha-noi/vit-29-vit-quay-bac-kinh-bach-mai
"Bếp Mẹ Thỏ - Bún, Miến & Phở Trộn Online",SHOP ONLINE -Chi nhánh,"135 Ngõ Văn Chương, P. Văn Chương, Đống Đa, Hà Nội",Giảm hết 10%,4.5,999+,Mở cửa,00:00 - 23:59,25.000 - 180.000,https://shopeefood.vn/ha-noi/bep-me-tho-bun-mien-pho-tron-online
Nem Nướng Nha Trang Luji - Kiot K101 khu TMDV Trung Văn VL1,QUÁN ĂN -Chi nhánh,"Kiot K101 khu TMDV Trung Văn VL1, Nam Từ Liêm, Hà Nội",Giảm món,3.5,100+,Đóng cửa,,55.000 - 70.000,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-luji-do-duc-duc
"Trà Chanh Dương Dương - Mì Cay, Tokbokki - Shop Online","Yêu thích
SHOP ONLINE -Chi nhánh","15 Ngõ 2A Nguyên Hồng, P. Thành Công, Ba Đình, Hà Nội",Giảm món,4.5,999+,Mở cửa,10:00 - 23:00,10.000 - 220.000,https://shopeefood.vn/ha-noi/tra-chanh-duong-duong-mi-cay-tokbokki-shop-online
"Highlands Coffee - Trà, Cà Phê & Bánh - Eco Lake View",CAFÉ/DESSERT -Chi nhánh,"32 Đại Từ, P. Đại Kim, Hoàng Mai, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,9.000 - 65.000,https://shopeefood.vn/ha-noi/highlands-coffee-tra-ca-phe-banh-eco-lake-view
Gà Rán Five Star - 04 Yên Hòa,QUÁN ĂN -Chi nhánh,"4 Yên Hòa, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,100+,Mở cửa,10:01 - 23:00,10.000 - 100.000,https://shopeefood.vn/ha-noi/ga-ran-five-star-04-yen-hoa
The Alley - Trà Sữa Đài Loan - 48 Trần Phú,CAFÉ/DESSERT -Chi nhánh,"48 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,41.000 - 70.000,https://shopeefood.vn/ha-noi/the-alley-tra-sua-dai-loan-tran-phu
Tâm Anh - Nem Nướng Nha Trang - Ngõ Chùa Đối Diện 228 Mễ Trì Thượng,"Yêu thích
QUÁN ĂN","Ngõ Chùa Đối Diện 228 Mễ Trì Thượng, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,999+,Mở cửa,10:00 - 23:32,0 - 0,https://shopeefood.vn/ha-noi/tam-anh-nem-nuong-nha-trang-ngo-chua-doi-dien-228-me-tri-thuong
Pozaa Tea - Trà Sữa Đài Loan - Lê Trọng Tấn,CAFÉ/DESSERT -Chi nhánh,"Autoway ô 1,2,3 C3 khu Geleximco Lê Trọng Tấn, Hà Đông, Hà Nội",Giảm hết 25%,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/pozaa-tea-tra-sua-dai-loan-le-trong-tan
YH.TANG - Đệ Nhất Trà Sữa Nướng - Trần Phú,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","64 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội",Giảm hết 5%,4.5,999+,Mở cửa,08:20 - 22:59,30.000 - 50.000,https://shopeefood.vn/ha-noi/yh-tang-de-nhat-tra-sua-nuong-tran-phu
Gà Rán KFC - Hồ Gươm Plaza,QUÁN ĂN -Chi nhánh,"Tầng 1, Tầng 1, Hồ Gươm Plaza, 110 Trần Phú, Hà Đông, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,50.000 - 110.000,https://shopeefood.vn/ha-noi/kfc-ho-guom-plaza
Sữa Chua Trân Châu Hạ Long - Quốc Lộ 32,CAFÉ/DESSERT -Chi nhánh,"Km17 + 200 Quốc Lộ 32, Hoài Đức, Hà Nội",Giảm món,4.5,100+,Mở cửa,08:00 - 23:00,10.000 - 25.000,https://shopeefood.vn/ha-noi/sua-chua-tran-chau-ha-long-quoc-lo-32
Bánh Tráng Trộn 98 - Chùa Láng,QUÁN ĂN -Chi nhánh,"Số 1 Ngõ 69 Chùa Láng, P. Láng Thượng, Đống Đa, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,10.000 - 50.000,https://shopeefood.vn/ha-noi/banh-trang-tron-98-chua-lang
Mỳ Ếch Chua Cay Trần Quỳnh - 30 Nguyễn Thái Học,QUÁN ĂN,"30 Nguyễn Thái Học, P. Điện Biên, Ba Đình, Hà Nội",Giảm món,4.5,50+,Mở cửa,10:00 - 23:30,0 - 0,https://shopeefood.vn/ha-noi/my-ech-chua-cay-tran-quynh-30-nguyen-thai-hoc
"Snap Food - Cơm, Bún & Bánh Mì Healthy - Tôn Đức Thắng","Yêu thích
QUÁN ĂN -Chi nhánh","278A Tôn Đức Thắng, P. Hàng Bột, Đống Đa, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,10.000 - 100.000,https://shopeefood.vn/ha-noi/snap-food-com-bun-banh-mi-healthy-ton-duc-thang
Trà Sữa Tocotoco - Phú Diễn,CAFÉ/DESSERT -Chi nhánh,"116 Phú Diễn, P.Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm hết 30%,4.5,10+,Mở cửa,08:00 - 22:45,0 - 0,https://shopeefood.vn/ha-noi/tra-sua-tocotoco-phu-dien
TOUS les JOURS - Lý Thường Kiệt,"Yêu thích
QUÁN ĂN -Chi nhánh","51 Lý Thường Kiệt, P. Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/tous-les-jours-ly-thuong-kiet
Nọng FOOD - Mì Trộn Indomie & Trà Chanh - Kim Giang,QUÁN ĂN,"60 Ngõ 634 Kim Giang, X. Thanh Liệt, Thanh Trì, Hà Nội",Giảm món,4.5,10+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/noong-food-my-tron-indomie-tra-chanh-kim-giang
Burger King - Giảng Võ,NHÀ HÀNG -Chi nhánh,"C4 Giảng Võ, P. Giảng Võ, Ba Đình, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 100.000,https://shopeefood.vn/ha-noi/burger-king-giang-vo
SiA Lab - Phê cùng Trà,QUÁN ĂN -Chi nhánh,"Số 5 Ngách 1 Ngõ 575 Kim Mã P. Ngọc Khánh, Ba Đình, Hà Nội",Giảm món,4.5,100+,Mở cửa,08:10 - 23:00,0 - 0,https://shopeefood.vn/ha-noi/sia-lab-phe-cung-tra
Anh Béo - Bún & Bánh Đa Trộn - Vĩnh Hưng,QUÁN ĂN -Chi nhánh,"17 Ngách 29 Ngõ 221 Vĩnh Hưng, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",Giảm món,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/anh-beo-bun-banh-da-tron-vinh-hung
Ốc Hương Trang® - 139B Lê Hồng Phong,"Yêu thích
QUÁN ĂN -Chi nhánh","139B Lê Hồng Phong, P. Hà Cầu, Hà Đông, Hà Nội",Giảm món,4.5,999+,Mở cửa,10:00 - 23:59,50.000 - 150.000,https://shopeefood.vn/ha-noi/oc-huong-trang-139b-le-hong-phong
"Cháo, Bánh Gối, Óc Hầm & Đồ Ăn Vặt - Trần Thái Tông","Yêu thích
ĂN VẶT/VỈA HÈ","35 Ngõ 44 Trần Thái Tông, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,10.000 - 65.000,https://shopeefood.vn/ha-noi/chao-banh-goi-oc-ham-do-an-vat-tran-thai-tong
Gugsumi - Bún Trộn Healthy - Khương Trung,QUÁN ĂN -Chi nhánh,"Số 2 Ngõ 63 Khương Trung, P. Khương Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,10+,Mở cửa,00:00 - 02:00 | 08:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/gugsumi-bun-tron-healthy-khuong-trung
Pepperonis Pizza - Trần Phú,NHÀ HÀNG -Chi nhánh,"14 Trần Phú, Hà Đông, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 220.000,https://shopeefood.vn/ha-noi/pepperonis-restaurant-tran-phu
Quán Ăn Hợp Tác Xã & Cơm Niêu - Tây Sơn,QUÁN ĂN -Chi nhánh,"15 Ngõ 252 Tây Sơn, P. Trung Liệt, Đống Đa, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 04:00 | 08:00 - 23:59,30.000 - 50.000,https://shopeefood.vn/ha-noi/quan-an-hop-tac-xa-com-nieu-tay-son
Mỏ Khoét Quán - Cơm Gà Sốt Cay Hàn Quốc - Trần Cung,QUÁN ĂN -Chi nhánh,"11 Ngõ 82 Trần Cung, P. Nghĩa Tân, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,10.000 - 50.000,https://shopeefood.vn/ha-noi/mo-khoet-quan-com-ga-sot-cay-han-quoc-tran-cung
Hương Vị Việt - Gà Rán & Gà Ủ Muối - Bùi Xương Trạch,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","117 Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 01:55 | 09:00 - 23:59,25.000 - 50.000,https://shopeefood.vn/ha-noi/huong-vi-viet-ga-ran-ga-u-muoi-bui-xuong-trach
Cơm Thố Bách Khoa - Khâm Thiên,"Yêu thích
QUÁN ĂN -Chi nhánh","275 Khâm Thiên, Đống Đa, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/com-tho-bach-khoa-kham-thien
Giang Cún - Bún Thái Hải Sản - Định Công Thượng,"Yêu thích
SHOP ONLINE","Số 28 Ngách 15 Ngõ 112 Định Công Thượng, P. Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 02:00 | 09:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/giang-cun-bun-thai-hai-san-dinh-cong-thuong
Cơm Tấm Anh Ba Sài Gòn,"Yêu thích
SHOP ONLINE","250 Chùa Quỳnh, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,54.000 - 60.000,https://shopeefood.vn/ha-noi/com-tam-anh-ba-sai-gon
Bin Bon - Mì Trộn Indomie - Kim Giang,"Yêu thích
SHOP ONLINE -Chi nhánh","Số 33 Ngõ 734 Kim Giang, P. Thanh Liệt, Thanh Trì, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 02:00 | 09:00 - 23:59,28.000 - 150.000,https://shopeefood.vn/ha-noi/bin-bon-mi-tron-indomie-kim-giang
Cơm Tấm 3 Ông Tướng - Minh Khai,QUÁN ĂN -Chi nhánh,"2 - TT 2A (Đối Diện 27) Ngõ 622 Minh Khai, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,40.000 - 70.000,https://shopeefood.vn/ha-noi/com-tam-ba-ong-tuong
Anh Béo - Bún Miến Ngan - Trần Quốc Vượng,"Yêu thích
QUÁN ĂN -Chi nhánh","1 Ngách 26 Ngõ 63 Trần Quốc Vượng, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 23:59,30.000 - 50.000,https://shopeefood.vn/ha-noi/anh-beo-bun-mien-ngan-tran-quoc-vuong
Bún Đậu Mai Dung,QUÁN ĂN,"6 Đặng Xuân Bảng, P. Đại Kim, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 100.000,https://shopeefood.vn/ha-noi/bun-dau-mai-dung
Bún Đậu Mẹt Minh Thư - Văn Minh,"Yêu thích
QUÁN ĂN -Chi nhánh","1 Ngõ Văn Minh, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Mở cửa,09:00 - 23:15,28.000 - 120.000,https://shopeefood.vn/ha-noi/bun-dau-met-minh-thu-van-minh
Bún Cá Hiếu Chi - Vũ Tông Phan,"Yêu thích
QUÁN ĂN","599 Vũ Tông Phan, P. Khương Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bun-ca-hieu-chi-vu-tong-phan
Gà Rán Kpub Chicken,"Yêu thích
QUÁN ĂN -Chi nhánh","Số nhà 01 ngõ 120 Trần Bình, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Giảm món,4.5,999+,Mở cửa,09:00 - 23:59,15.000 - 300.000,https://shopeefood.vn/ha-noi/ga-ran-kpub-chicken
Mì Trộn Indomie Gấu Bé - 5b 92/31 Nguyễn Khánh Toàn,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","5b 92/31 Nguyễn Khánh Toàn, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 02:30 | 10:30 - 23:59,10.000 - 100.000,https://shopeefood.vn/ha-noi/mi-tron-indomie-gau-be-5b-92-31-nguyen-khanh-toan
Bánh Mì Hội An - Đồ Ăn Vặt - Phố Tân Mai,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","Số 506-D6 Ngõ 147/2 Phố Tân Mai, P. Tân Mai, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,25.000 - 50.000,https://shopeefood.vn/ha-noi/banh-mi-hoi-an-do-an-vat-pho-tan-mai
Phở Xào Duyên Béo,"Yêu thích
QUÁN ĂN","111 Nguyễn Trường Tộ, P. Trúc Bạch, Ba Đình, Hà Nội",Giảm món,4.5,999+,Mở cửa,10:00 - 23:00,20.000 - 100.000,https://shopeefood.vn/ha-noi/pho-xao-duyen-beo
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Hai Bà Trưng",NHÀ HÀNG -Chi nhánh,"23L Hai Bà Trưng, P. Hàng Bài, Hoàn Kiếm, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,15.000 - 330.000,https://shopeefood.vn/ha-noi/al-fresco-s-hai-ba-trung
Chén Cả Thế Giới - Phố Bánh Gà & Chè - Chính Kinh,ĂN VẶT/VỈA HÈ -Chi nhánh,"18 Phố Chính Kinh, P. Nhân Chính, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 03:00 | 10:00 - 23:59,10.000 - 30.000,https://shopeefood.vn/ha-noi/chen-ca-the-gioi-pho-banh-ga-che-chinh-kinh
Cơm Tấm Delichi - Cơm Tấm Sườn Bì Chả - Phùng Khoang,QUÁN ĂN -Chi nhánh,"Căn 8 Lô 6 Ngõ 67 Phùng Khoang, P. Trung Văn, Nam Từ Liêm, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 600.000,https://shopeefood.vn/ha-noi/com-tam-delichi-com-tam-suon-bi-cha-phung-khoang
LQS - Chuyên Bún Bò Huế & Cơm Rang Giòn - Trường Chinh,"Yêu thích
SHOP ONLINE -Chi nhánh","40 Ng. 102 Trường Chinh, P. Phương Đình, Đống Đa, Hà Nội",Giảm món,4.5,999+,Mở cửa,06:03 - 14:30 | 17:00 - 23:59,35.000 - 55.000,https://shopeefood.vn/ha-noi/lqs-chuyen-bun-bo-hue-com-rang-gion-online
"Bento Delichi - Cơm Gà Xối Mỡ, Cơm Gà Mắm Tỏi - Dương Khuê","Yêu thích
QUÁN ĂN -Chi nhánh","17 Ngách 28/5 Dương Khuê, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,40.000 - 50.000,https://shopeefood.vn/ha-noi/bento-delichi-com-ga-xoi-mo-com-ga-mam-toi-duong-khue
Hà Béo - Ăn Vặt Các Loại,"Yêu thích
QUÁN ĂN -Chi nhánh","69 Nguyễn Chính, P. Tân Mai, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Mở cửa,09:30 - 23:00,30.000 - 60.000,https://shopeefood.vn/ha-noi/ha-beo-an-vat-cac-loai
Indomie SC - Mì Trộn Indomie - Hồ Tùng Mậu,QUÁN ĂN,"Số 45, Ngõ 75 Hồ Tùng Mậu, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/indomie-sc-mi-tron-indomie-ho-tung-mau.49x29v
Tim Food - Mì Trộn Indomie & Đồ Ăn Vặt - Hồng Hà,"Yêu thích
QUÁN ĂN","1045 Hồng Hà, P. Chương Dương Độ, Hoàn Kiếm, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 01:45 | 10:00 - 23:59,10.000 - 50.000,https://shopeefood.vn/ha-noi/tim-food-mi-tron-indomie-do-an-vat-hong-ha
Cơm Phố - Cơm Gà & Cơm Bò - Dương Khuê,QUÁN ĂN,"11 Ngách 11 Ngõ 28 Dương Khuê, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/com-pho-com-ga-com-bo-duong-khue
Nem Nướng Nha Trang Ngọc Hằng - Phú Diễn,"Yêu thích
QUÁN ĂN -Chi nhánh","Số 1 Ga Phú Diễn, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Mở cửa,10:00 - 23:59,10.000 - 35.000,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-ngoc-hang-phu-dien
Cơm Cô Ba - Cơm Văn Phòng,QUÁN ĂN -Chi nhánh,"Tổ 17 Tập Thể Trường Xiếc, Khu Văn Hóa Nghệ Thuật, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,10.000 - 65.000,https://shopeefood.vn/ha-noi/com-co-ba-com-van-phong
Bảo Bảo - Mì Trộn Indomie - Shop Online,"Yêu thích
SHOP ONLINE -Chi nhánh","20 Ngách 63 Ngõ 355 Xuân Đỉnh, P. Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 23:59,26.000 - 60.000,https://shopeefood.vn/ha-noi/bao-bao-mi-tron-indomie-shop-online
Cơm Tấm Phương Anh - Bạch Mai,"Yêu thích
QUÁN ĂN -Chi nhánh","35 Bạch Mai, P. Ô Cầu Dền, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,40.000 - 55.000,https://shopeefood.vn/ha-noi/com-tam-phuong-anh-bach-mai
Mì Trộn Indomie 158 - Bùi Ngọc Dương,"Yêu thích
QUÁN ĂN -Chi nhánh","76 Bùi Ngọc Dương, P. Bạch Mai, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 23:59,20.000 - 30.000,https://shopeefood.vn/ha-noi/mi-tron-indomie-158-bui-ngoc-duong
Minh Phương - Nem Nướng Nha Trang,"Yêu thích
QUÁN ĂN -Chi nhánh","6A Ngõ 2 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,25.000 - 50.000,https://shopeefood.vn/ha-noi/minh-phuong-nem-nuong-nha-trang
"iChi Food - Cháo, Súp & Mỳ Xào - 169 Tôn Đức Thắng",QUÁN ĂN -Chi nhánh,"169 Tôn Đức Thắng, P. Hàng Bột, Đống Đa, Hà Nội",Giảm món,4.5,500+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ichi-food-chao-sup-my-xao-169-ton-duc-thang
Quang Thắng - Cơm Ngon Văn Phòng,QUÁN ĂN,"108Y9 Ngõ Tự Do, Trần Đại Nghĩa, P. Đồng Tâm, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,25.000 - 35.000,https://shopeefood.vn/ha-noi/quang-thang-com-ngon-van-phong
Duy Nhất - Phở Bò & Cơm Rang - Vĩnh Hưng,"Yêu thích
QUÁN ĂN -Chi nhánh","51 Vĩnh Hưng, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",Giảm món,4.5,100+,Mở cửa,08:30 - 16:00 | 17:30 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/duy-nhat-pho-bo-com-rang-vinh-hung
Cô Ba - Nem Nướng Nha Trang - Minh Khai,QUÁN ĂN,"382 Minh Khai, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,40.000 - 60.000,https://shopeefood.vn/ha-noi/co-ba-nem-nuong-nha-trang-minh-khai
"Zen Zen - Cơm Gà, Gà Rán & Cơm Bò - Trần Duy Hưng","Yêu thích
QUÁN ĂN -Chi nhánh","12A Ngõ 88 Trần Duy Hưng, P. Trung Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,500+,Mở cửa,16:41 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/zen-zen-com-ga-ga-ran-com-bo-tran-duy-hung
Pizza Ông Tây - Đỗ Quang,NHÀ HÀNG -Chi nhánh,"45 Đỗ Quang, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,50.000 - 350.000,https://shopeefood.vn/ha-noi/pizza-ong-tay-do-quang
A Lẩu - Cháo Lòng,QUÁN ĂN,"207 Vũ Hữu, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Mở cửa,07:00 - 14:30 | 17:35 - 23:59,20.000 - 100.000,https://shopeefood.vn/ha-noi/a-lau-chao-long
Bánh Mỳ Doner Kebab Bánh Mỳ Vũ - Ăn Vặt - Hạ Đình,QUÁN ĂN -Chi nhánh,"55A Hạ Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/banh-my-doner-kebab-banh-my-vu-an-vat-ha-dinh
"Gà Luộc, Gà Ủ Muối & Cơm Cháy - Duyên Dương","Yêu thích
ĂN VẶT/VỈA HÈ","Số 32 Ngách 59 Ngõ 68 Triều Khúc, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm món,4.5,999+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-luoc-ga-u-muoi-com-chay-duyen-duong
Cơm Rang Hòa - Tô Hiệu,"Yêu thích
QUÁN ĂN","2 Ngõ 133 Tô Hiệu, P. Hà Cầu, Hà Đông, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 50.000,https://shopeefood.vn/ha-noi/com-rang-hoa
