name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url
Toocha Tea - Vinhomes Ocean Park,CAFÉ/DESSERT,"R1.02 The Zenpark Vinhomes Ocean Park, X. Đa Tốn, Gia Lâm, Hà Nội",Giảm hết 25%,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/toocha-tea-vinhomes-ocean-park
Hách Vịt - Vịt Quay Tứ Xuyên & Canh Măng Tiết - Đường Kim Giang,"Yêu thích
QUÁN ĂN","Số Nhà 20 Ngõ 788/11/8 Đường Kim Giang, X. Thanh Liệt, Thanh Trì, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,30.000 - 260.000,https://shopeefood.vn/ha-noi/hach-vit-vit-quay-tu-xuyen-canh-mang-tiet-duong-kim-giang
Cao Dũng- Đặc Sản Lợn Quay Lạng Sơn,QUÁN ĂN,"247 Lê Trọng Tấn, P. Dương Nội, Hà Đông, Hà Nội",Giảm món,5,5,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/cao-dung-dac-san-lon-quay-lang-son
Bún Chả Ngon - Nguyễn Khắc Cần,"Yêu thích
QUÁN ĂN","13 Nguyễn Khắc Cần, P. Hàng Bài, Hoàn Kiếm, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bun-cha-ngon-nguyen-khac-can
Quán Bọn Mình - Nem Nướng Nha Trang,QUÁN ĂN,"21 Ngách 9/105 Doãn Kế Thiện, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,8.000 - 25.000,https://shopeefood.vn/ha-noi/quan-bon-minh-nem-nuong-nha-trang
Thiên Kê Quán - Gà Mẹt & Gà Nướng Tây Bắc - Vạn Phúc,"Yêu thích
QUÁN ĂN","2 Ngõ 242 Vạn Phúc, P. Vạn Phúc, Hà Đông, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 300.000,https://shopeefood.vn/ha-noi/thien-ke-quan-ga-met-ga-nuong-tay-bac-van-phuc
"Bếp Nhà Nghé - Gỏi Cuốn, Phở Cuốn & Chân Gà - Cổ Nhuế",QUÁN ĂN,"8 Ngách 4 Ngõ 220 Cổ Nhuế, P. Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Giảm món,0,3,Đóng cửa,,20.000 - 60.000,https://shopeefood.vn/ha-noi/bep-nha-nghe-goi-cuon-pho-cuon-chan-ga-co-nhue
Đinh Huyền - Hàu Sữa Online,SHOP ONLINE,"131 Ngõ 337 Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,7.000 - 100.000,https://shopeefood.vn/ha-noi/dinh-huyen-hau-sua-online
Món Ngon Cô Tí - Khương Trung,QUÁN ĂN,"Số 8 Ngách 291/22 Phố Khương Trung, P. Khương Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/mon-ngon-co-ti-khuong-trung
Cơm Nhà Bun - Cơm Ngon Văn Phòng - Vườn Cam,QUÁN ĂN,"Số 58 Vườn Cam, P. Phú Đô, Nam Từ Liêm, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,40.000 - 45.000,https://shopeefood.vn/ha-noi/com-nha-bun-com-ngon-van-phong-vuon-cam
LÒNG BẾN NGỰ - Vị Quê Ra Phố,QUÁN ĂN,"48 Trung Yên 6, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,0,3,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/long-ben-ngu-vi-que-ra-pho
Đồ Ăn Vặt - Bảo Linh,QUÁN ĂN,"Số 17A Ngõ 164/14 Đê La Thành Nhỏ, P. Thổ Quan, Đống Đa, Hà Nội",Giảm món,3.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/do-an-vat-bao-linh
Bánh Đa Cua & Bún Cá Cay Chất Cảng - 245 Tô Hiệu,QUÁN ĂN,"245 Tô Hiệu, P. Dịch Vọng, Cầu Giấy, Hà Nội",Giảm món,4.5,9,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/banh-da-cua-bun-ca-cay-chat-cang-245-to-hieu
Xôi Ngon & Bánh Mỳ Truyền Thống Làng Hồ - Hoàng Hoa Thám,QUÁN ĂN,"Số Nhà 23 Ngõ 400 Hoàng Hoa Thám, P. Thuỵ Khuê, Tây Hồ, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/xoi-ngon-banh-my-truyen-thong-lang-ho-hoang-hoa-tham
"Gà Ủ Muối, Gà Hun Khói & Gà Luộc - Shop Online","Yêu thích
SHOP ONLINE","15 Ngõ 1002 Đường Láng, P. Láng Thượng, Đống Đa, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,80.000 - 80.000,https://shopeefood.vn/ha-noi/ga-u-muoi-ga-hun-khoi-ga-luoc-shop-online
1999's Healthy Food - Cơm Gạo Lứt & Salad Eat Clean - Doãn Kế Thiện,QUÁN ĂN,"101 B4 Ngõ 26 Doãn Kế Thiện, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,58.000 - 62.000,https://shopeefood.vn/ha-noi/1999-s-healthy-food-com-gao-lut-salad-eat-clean-doan-ke-thien
Frodo Boss Juice - Nước Ép Vì Sức Khoẻ - 107 Phố Huế,CAFÉ/DESSERT,"107 Phố Huế, P. Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",Giảm hết 10%,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/frodo-boss-juice-nuoc-ep-vi-suc-khoe-107-pho-hue
Bún Đậu Mắm Tôm Tuấn Lynh - Bún Đậu & Bún Chả Nướng - 9A Ngõ 294 Lĩnh Nam,"Yêu thích
QUÁN ĂN","9A Ngõ 294 Lĩnh Nam, P. Lĩnh Nam, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/tuanlynh-food-bun-dau-met-bun-cha-nuong-9a-ngo-294-linh-nam
Bún Đậu Cô Chủ Nhỏ - Phương Mai,QUÁN ĂN,"119 Phương Mai, P. Phương Mai, Đống Đa, Hà Nội",Giảm món,0,3,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bun-dau-co-chu-nho-phuong-mai
Dimsum Điểm Tâm Đài Loan - Phố Định Công Thượng,"Yêu thích
QUÁN ĂN -Chi nhánh","8C Ngách 1, Ngõ 88 Phố Định Công Thượng, Hoàng Mai, Hà Nội",Giảm hết 10%,4.5,999+,Đóng cửa,,30.000 - 100.000,https://shopeefood.vn/ha-noi/dimsum-diem-tam-dai-loan-pho-dinh-cong-thuong
Hảo Béo - Bánh Xèo & Nem Lụi - Lê Văn Hiến,"Yêu thích
QUÁN ĂN -Chi nhánh","129 Lê Văn Hiến, P.Đông Ngạc, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/hao-beo-banh-xeo-nem-lui-le-van-hien
"Gà Tần, Bánh Cuốn Nóng & Bún Chả - Vạn Phúc",QUÁN ĂN,"09 Vạn Phúc, P. Vạn Phúc, Hà Đông, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,8.000 - 75.000,https://shopeefood.vn/ha-noi/ga-tan-banh-cuon-nong-bun-cha-cau-am
"Cammi - Nước Ép, Mì Trộn Indomie - An Trạch",QUÁN ĂN,"108 An Trạch, P. Cát Linh, Đống Đa, Hà Nội",Giảm món,5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/cammi-nuoc-ep-mi-tron-indomie-an-trach
Bếp Nhà Châu - Eatclean & Healthy,"Yêu thích
QUÁN ĂN","Số 84 Ngõ 32 Đỗ Đức Dục, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bep-nha-chau-eatclean-healthy
Vị Miền Trung - Bún Bò Huế & Bánh Tráng Cuốn Thịt Heo - Lê Trọng Tấn,QUÁN ĂN -Chi nhánh,"Lô 12 - A32 Geleximco Lê Trọng Tấn , Xa. An Khánh, Hoài Đức, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/vi-mien-trung-bun-bo-hue-banh-trang-cuon-thit-heo-le-trong-tan
Bún Chả Mẹ Nga - 32 Vân Hồ 3,QUÁN ĂN -Chi nhánh,"32 Vân Hồ 3, Hai Bà Trưng, Hà Nội",Giảm hết 20%,4.5,500+,Đóng cửa,,20.000 - 40.000,https://shopeefood.vn/ha-noi/bun-cha-me-nga-32-van-ho-3
"Grille6 - Salad, Steak & Pasta - Hào Nam",NHÀ HÀNG -Chi nhánh,"184 Hào Nam, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,50.000 - 100.000,https://shopeefood.vn/ha-noi/grille6-steakhouse
ABAMI - Bánh Mì Hội An - Duy Tân,QUÁN ĂN -Chi nhánh,"7 Ngõ 36 Duy Tân, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,15.000 - 52.000,https://shopeefood.vn/ha-noi/abami-banh-mi-hoi-an-duy-tan
Trạm - Tiệm Cà Phê Tử Tế - 39 Lý Thường Kiệt,CAFÉ/DESSERT,"39 Lý Thường Kiệt, P.Hàng Bài, Hoàn Kiếm, Hà Nội",Giảm món,4.5,7,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/tram-tiem-ca-phe-tu-te-39-ly-thuong-kiet
Cơm Gà & Cơm Sườn - Trần Phú,QUÁN ĂN,"55 Ngõ 55 Trần Phú, Hà Đông, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/com-ga-com-suon-tran-phu
EY YOGURT - Sữa Chua Thủ Công Kéo Sợi,QUÁN ĂN,"127 Nguyễn Khuyến, P. Văn Miếu, Đống Đa, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/ey-yogurt-sua-chua-thu-cong-keo-soi
Chicky - Cơm & Gà Rán Ăn Vặt - Đại An,"Yêu thích
QUÁN ĂN","16 Ngõ 44 Đại An, P. Văn Quán, Hà Đông, Hà Nội",Giảm món,4.5,100+,Mở cửa,00:00 - 23:59,5.000 - 110.000,https://shopeefood.vn/ha-noi/chicky-com-ga-ran-an-vat-dai-an
"Tiệm Mít Béo - Nước Ép, Sinh Tố & Trà Hoa Quả",QUÁN ĂN,"1 Nghách 60 Ngõ Lương Sử B Quốc Tử Giám, P. Văn Chương, Đống Đa, Hà Nội",Giảm hết 25%,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/tiem-mit-beo-nuoc-ep-sinh-to-tra-hoa-qua
"Minh Kem Food - Pizza, Mỳ Ý & Ăn Vặt - Lĩnh Nam",QUÁN ĂN,"12A1 Ngách 121/1 Ngõ 255 Lĩnh Nam, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",Giảm món,4.5,10+,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/minh-kem-food-pizza-my-y-an-vat-linh-nam
Nhà Hàng Gimbab - Bibimbab - Nguyễn Trãi,NHÀ HÀNG -Chi nhánh,"H1-3 Ngõ 445 Nguyễn Trãi, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm hết 15%,4.5,999+,Đóng cửa,,100.000 - 200.000,https://shopeefood.vn/ha-noi/nha-hang-gimbab-bibimbab-nguyen-trai
Gà Tần & Mì Chua Cay Tim Cật - 4I,QUÁN ĂN,"158 Lương Thế Vinh, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Giảm hết 10%,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/ga-tan-mi-chua-cay-tim-cat-4i
Linh An Tea - Chè & Đồ Ăn Vặt,CAFÉ/DESSERT,"Số 20 Ngõ 32 Phùng Khoang, P. Trung Văn, Nam Từ Liêm, Hà Nội",Giảm món,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/linh-an-tea-che-do-an-vat
Changmun Healthy - Bánh Bao & Bánh Ăn Kiêng - Lạc Long Quân,TIỆM BÁNH,"12D Ngõ 698 Lạc Long Quân, P. Nhật Tân, Tây Hồ, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/changmun-healthy-banh-bao-banh-an-kieng-lac-long-quan
Bún Đậu Mắm Tôm Tâm Quán,QUÁN ĂN,"Shop 10, CC C2 Xuân Đỉnh, Ngõ 1 Đỗ Nhuận, P. Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bun-dau-mam-tom-tam-quan
Một Chút - Đậm Vị Trà Pha Máy,CAFÉ/DESSERT,"21 Hoàng Như Tiếp, P. Bồ Đề, Long Biên, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/mot-chut-dam-vi-tra-pha-may
Chi Cha - Xôi & Bánh Mỳ Phố - Vĩnh Tuy,QUÁN ĂN,"Ki-ốt 4E Ngõ 124 Vĩnh Tuy, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Giảm hết 10%,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/chi-cha-xoi-banh-my-pho-vinh-tuy.ke8wxc
Bún Trộn - Bún Trộn Nam Bộ - Shop Online - Phan Văn Trường,QUÁN ĂN -Chi nhánh,"Số 18 Ngõ 29 Phan Văn Trường, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,25.000 - 100.000,https://shopeefood.vn/ha-noi/bun-tron-bun-tron-nam-bo-shop-online-phan-van-truong
Bún Bò Huế Minh Quân - Ao Sen,QUÁN ĂN,"15 Ngõ 2 Ao Sen, P. Mộ Lao, Hà Đông, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,45.000 - 55.000,https://shopeefood.vn/ha-noi/bun-bo-hue-minh-quan-ao-sen
Phương Bống - Bánh Mì Truyền Thống & Mì Trộn Hải Sản - Phương Mai,QUÁN ĂN -Chi nhánh,"3 Ngõ 4 Phương Mai (Đối Diện Cổng Sau BV Bạch Mai), P. Phương Mai , Đống Đa, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,20.000 - 30.000,https://shopeefood.vn/ha-noi/phuong-bong-banh-mi-truyen-thong-mi-tron-hai-san-luong-dinh-cua
"Kim Liên - Bún, Miến & Bánh Đa Cua - Lương Định Của","Yêu thích
QUÁN ĂN -Chi nhánh","116B15 Lương Định Của, TT Kim Liên, P. Kim Liên, Đống Đa, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 40.000,https://shopeefood.vn/ha-noi/kim-lien-bun-mien-banh-da-cua-luong-dinh-cua
"The Cup Of QQ - Trà Sữa, MatCha & Cafe - 88 Ngõ Gốc Đề",QUÁN ĂN,"Số 88 Ngõ Gốc Đề, P. Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Giảm món,5,9,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/the-cup-of-qq-tra-sua-matcha-cafe-88-ngo-goc-de
Nem Nướng Nha Trang Anh Tư - Nguyễn Văn Cừ,"Yêu thích
QUÁN ĂN -Chi nhánh","29 ngõ 67 Nguyễn Văn Cừ, P. Ngọc Lâm, Long Biên, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 30.000,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-anh-tu-nguyen-van-cu
Ome Cafe - Võ Văn Dũng,CAFÉ/DESSERT,"20 Ngõ 18 Võ Văn Dũng, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,20.000 - 60.000,https://shopeefood.vn/ha-noi/ome-cafe-vo-van-dung
Tiệm Bé Xoài Nước Ép Tươi Nguyên Chất & Sinh Tố Hoa Quả,CAFÉ/DESSERT,"Số 7 Ngõ 475 Nguyễn Trãi, P. Thanh Xuân Nam, Thanh Xuân, Hà Nội",Giảm món,4.5,8,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/tiem-be-xoai-nuoc-ep-tuoi-nguyen-chat-sinh-to-hoa-qua
"Andy24 Linh Đàm - Cơm Ngon, Phở Cuốn & Đồ Ăn Đêm",QUÁN ĂN,"CT3A-X2 Bắc Linh Đàm, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/andy24-linh-dam-com-ngon-pho-cuon-do-an-dem
Bánh Mì & Pate Cột Đèn Hải Phòng Tâm Cook - Ngô Thì Nhậm,ĂN VẶT/VỈA HÈ,"18A Ngô Thì Nhậm, P. Hà Cầu, Hà Đông, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/banh-mi-pate-cot-den-hai-phong-tam-cook-ngo-thi-nham
Twitter Beans Coffee - Vũ Phạm Hàm,CAFÉ/DESSERT -Chi nhánh,"5 Vũ Phạm Hàm, P. Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,28.000 - 55.000,https://shopeefood.vn/ha-noi/twitter-beans-coffee-vu-pham-ham
"Bami Bee - Gà Ủ Muối, Mì Gà Tần & Mì Trộn Indomie - Đầm Bầu",QUÁN ĂN -Chi nhánh,"24 Đầm Bầu, P. Ngọc Khánh, Ba Đình, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bami-bee-ga-u-muoi-mi-ga-tan-mi-tron-indomie-dam-bau
Cà Phê Vội - Cafe Muối - Cự Lộc,"Yêu thích
CAFÉ/DESSERT","Số 23 Cự Lộc, P. Thượng Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/ca-phe-voi-cafe-muoi-cu-loc
Lẩu Ly Thái Tomyum & Mì Trộn Indomie - Bảo Anh - Cầu Bươu,QUÁN ĂN,"17 Ngõ 2 Cầu Bươu, X. Tả Thanh Oai, Thanh Trì, Hà Nội",Giảm hết 10%,4.5,500+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/lau-ly-thai-tomyum-mi-tron-indomie-bao-anh-cau-buou
"Đồ Ăn Nhanh Hàn Quốc - Đùi Gà Chiên Sốt, Gà Viên Chiên & Tokbokki",QUÁN ĂN,"Ngõ 159/37 Phùng Khoang, P. Trung Văn, Nam Từ Liêm, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/do-an-nhanh-han-quoc-dui-ga-chien-sot-ga-vien-chien-tokbokki
Linh - Cari Gà & Ăn Vặt Hàn Quốc,"Yêu thích
ĂN VẶT/VỈA HÈ","88 Trần Đại Nghĩa, P. Đồng Tâm, Hai Bà Trưng, Hà Nội",Giảm hết 10%,4.5,999+,Đóng cửa,,10.000 - 50.000,https://shopeefood.vn/ha-noi/linh-cari-ga-an-vat-han-quoc
Đồ Ăn Vặt Hà Nội - Nhót Xanh Chẩm Chéo & Xoài Cóc Bao Tử,QUÁN ĂN,"105 C13 Tập Thể Kim Liên, P. Kim Liên, Đống Đa, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/do-an-vat-ha-noi-nhot-xanh-cham-cheo-xoai-coc-bao-tu
Cộng 84 - Cơm Thố & Cơm Đảo & Cơm Gà,QUÁN ĂN -Chi nhánh,"Số 60 Ngõ 508 Đường Láng, P. Láng Hạ, Đống Đa, Hà Nội",Giảm hết 10%,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/cong-84-com-tho-com-dao-com-ga
Cafe Dự - Mỹ Đình,CAFÉ/DESSERT,"Số 133, Ngõ 322, Mỹ Đình, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Giảm món,3.5,9,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/cafe-du-my-dinh.53nnp2
Ăn Vặt Ngon - Xoài Cóc Bao Tử & Nem Chua Rán - Khuất Duy Tiến,ĂN VẶT/VỈA HÈ -Chi nhánh,"108 B13 Ngõ 3 Khuất Duy Tiến, P. Thanh Xuan Bac, Thanh Xuân, Hà Nội",Giảm món,5,9,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/an-vat-ngon-xoai-coc-bao-tu-nem-chua-ran-khuat-duy-tien
TAMA Coffee & Tea - Trà Chanh & Trà Sữa - Vân Canh,CAFÉ/DESSERT,"Số 5 Liền Kề 22 Khu Đô Thị Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội, Hoài Đức, Hà Nội",Giảm hết 10%,4.5,50+,Đóng cửa,,5.000 - 99.000,https://shopeefood.vn/ha-noi/tama-coffee-tea-tra-chanh-tra-sua-van-canh
SinhFood - Gà Ủ Muối - Vạn Phúc,"SHOP ONLINE, KHU ẨM THỰC","99 Vạn Phúc, P. Vạn Phúc, Hà Đông, Hà Nội",Giảm món,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/sinhfood-ga-u-muoi-van-phuc.aat9oi
Nước Ép Trái Cây Nguyên Chất - Minh Khai,CAFÉ/DESSERT,"523 Minh Khai, P. Thanh Lương, Hai Bà Trưng, Hà Nội",Giảm món,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/nuoc-ep-trai-cay-nguyen-chat-minh-khai
Pô's Cake - Bông Lan Trứng Muối & Khô Gà Online - Bằng B,"Yêu thích
SHOP ONLINE -Chi nhánh","115A Ngõ 2 Phố Bằng B, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,50.000 - 150.000,https://shopeefood.vn/ha-noi/po-s-cake-bong-lan-trung-muoi-kho-ga-online-bang-b
Xôi Nhà Lười,"Yêu thích
QUÁN ĂN","16 Ngách 8 Ngõ 216 Đê La Thành Nhỏ, P. Thổ Quan, Đống Đa, Hà Nội",Giảm món,4.5,50+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/xoi-nha-luoi
Anh Thư Bakery - Cầu Diễn,TIỆM BÁNH,"44 Ngõ 136 Cầu Diễn, P. Minh Khai, Bắc Từ Liêm, Hà Nội",Giảm hết 10%,0,3,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/anh-thu-bakery-cau-dien
Briques - Ngõ Gạch,CAFÉ/DESSERT,"9 Ngõ Gạch, P. Hàng Buồm, Hoàn Kiếm, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,30.000 - 60.000,https://shopeefood.vn/ha-noi/briques-ngo-gach
"Bếp Nhà Dứa - Bún Thái Hải Sản, Bắp Bò & Mỳ Trộn",QUÁN ĂN,"Đối Diện Số 40 Ngách 118 Ngõ 230 Định Công Thượng, P. Định Công, Hoàng Mai, Hà Nội",Giảm hết 10%,4.5,9,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bep-nha-dua-bun-thai-hai-san-bap-bo-my-tron
"Bánh Bao Mini Chiên, Nước Ép & Ăn Vặt Michi - Nguyễn Đổng Chi",QUÁN ĂN,"16 Ngõ 58 Nguyễn Đổng Chi, Nam Từ Liêm, Hà Nội",Giảm món,5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/banh-bao-mini-chien-nuoc-ep-an-vat-michi-nguyen-dong-chi
"Xoài - Bánh Kebab, Phở & Cafe - 39 Tây Tựu","QUÁN ĂN, TIỆM BÁNH","39 Tây Tựu, P. Thượng Cát, Bắc Từ Liêm, Hà Nội",Giảm món,0,3,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/xoai-banh-kebab-pho-cafe-39-tay-tuu.dh7ios
Cơm Văn Phòng - Phú Thắng,QUÁN ĂN,"29 Hạ Đình, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/com-van-phong-phu-thang
"Bình Food - Mì Indomie, Bánh Mì & Đồ Ăn Vặt",QUÁN ĂN,"Số 10B ngõ 22 Trung Kính, P. Trung Hoà, Cầu Giấy, Hà Nội",Giảm hết 10%,0,,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/binh-food-mi-indomie-banh-mi-do-an-vat
Bún Chả Huy Đoàn - 344 Lạc Trung,"Yêu thích
QUÁN ĂN","344 Phố Lạc Trung, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Giảm món,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/bun-cha-huy-doan-344-lac-trung
"Gà Rán, Gà Luôc & Gà Ủ Muối - Kiến Hưng",QUÁN ĂN,"40 Tổ 8 Đa Sĩ, P. Kiến Hưng, Hà Đông, Hà Nội",Giảm hết 32%,4.5,100+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/ga-ran-ga-luoc-ga-u-muoi-kien-hung
Món Ngon Hải Phòng - An Biên Eatery,QUÁN ĂN,"108 D5A Trần Thái Tông, P.Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,10+,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/mon-ngon-hai-phong-an-bien-eatery
"Bếp Quyên - Bún Sườn Chua, Mì Gà Tần & Bún Đậu",QUÁN ĂN -Chi nhánh,"44 Ngõ 58 Trần Bình, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,40.000 - 55.000,https://shopeefood.vn/ha-noi/bep-quyen-com-van-phong-bun-cha
Phở Cuốn Trang Minh - Phú Diễn,"Yêu thích
QUÁN ĂN -Chi nhánh","15 Ngõ 182 Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,30.000 - 70.000,https://shopeefood.vn/ha-noi/pho-cuon-trang-minh-phu-dien
Chè Ngon - Tiramisu & Bông Lan Trứng Muối - Xã Đàn,TIỆM BÁNH,"178 Xã Đàn, P. Phương Liên, Đống Đa, Hà Nội",Giảm món,4.5,500+,Đóng cửa,,30.000 - 70.000,https://shopeefood.vn/ha-noi/che-ngon-tiramisu-bong-lan-trung-muoi-xa-dan
Thịt Nướng Mu Wu - Thịt Nướng Trung Hoa & Lẩu Malatang,QUÁN ĂN,"Kiot 7 Đường Vành Đai Trâu Quỳ, TT. Trâu Quỳ, Gia Lâm, Hà Nội",Giảm món,0,1,Đóng cửa,,0 - 0,https://shopeefood.vn/ha-noi/thit-nuong-mu-wu-thit-nuong-trung-hoa-lau-malatang
Hường - Bánh Xèo & Nem Lụi,ĂN VẶT/VỈA HÈ,"Ngõ 296 Minh Khai, Ngách 86, Số Nhà 42, P. Mai Động, Hoàng Mai, Hà Nội",Giảm món,4.5,999+,Đóng cửa,,20.000 - 50.000,https://shopeefood.vn/ha-noi/huong-banh-xeo-nem-lui
Trà Sữa Heekcaa - Phú Mỹ,CAFÉ/DESSERT -Chi nhánh,"Số 4 Phú Mỹ, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Giảm hết 60%,4.5,999+,Đóng cửa,,46.000 - 70.000,https://shopeefood.vn/ha-noi/tra-sua-heekcaa-phu-my
