store_id,name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url,district
741,Mì Trộn Indomi Và Đồ Ăn Vặt Dung Dung,QUÁN ĂN,"Số 9 Ngõ 39 Đường Hồ Tùng Mậu, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm hết 10%,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/mi-tron-indomi-va-do-an-vat-dung-dung,Cầu Giấy
742,Bún Chả Que Tre - Thanh Xuân Bắc,QUÁN ĂN -Chi nhánh,"115E8 Thanh Xuân Bắc, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bun-cha-que-tre-thanh-xuan-bac,Thanh Xuân
743,"Tiệm Nhà Liên - Phở Cuốn, Trà Thái & Nước Ép",QUÁN ĂN,"Số 10 Ngách 15/8 Ngõ 79 Dương Quảng Hàm, P.Quan Hoa, Cầu Giấy, Hà Nội",Giảm món,0.0,1,Mở cửa,18:00 - 23:00,0 - 0,https://shopeefood.vn/ha-noi/tiem-nha-lien-pho-cuon-tra-thai-nuoc-ep,Cầu Giấy
744,"Bếp Nhà Max - Chân Gà Sả Tắc, Sốt Thái & Mì Tim Cật Chua Cay",QUÁN ĂN,"Số 39 Ngách 111 Ngõ 230 Định Công Thượng, P. Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bep-nha-max-chan-ga-sa-tac-sot-thai-mi-tim-cat-chua-cay,Hoàng Mai
745,Nước Ép Trái Cây Nguyên Chất - Minh Khai,CAFÉ/DESSERT,"523 Minh Khai, P. Thanh Lương, Hai Bà Trưng, Hà Nội",Giảm món,0.0,0,Mở cửa,06:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/nuoc-ep-trai-cay-nguyen-chat-minh-khai,Hai Bà Trưng
746,Pain Lee - Cơm Gạo Lứt & Salad Healthy - Nguyễn Xiển,QUÁN ĂN,"30 Ngõ 161 Nguyễn Xiển, P. Hạ Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/pain-lee-com-gao-lut-salad-healthy-nguyen-xien,Thanh Xuân
747,Little Kitchen - Tiệm Mì Indome Online,SHOP ONLINE -Chi nhánh,"36B ngõ 58 Đào Tấn, P. Cống Vị, Ba Đình, Hà Nội",Giảm món,4.5,999,Mở cửa,07:00 - 23:00,20.000 - 50.000,https://shopeefood.vn/ha-noi/little-kitchen-tiem-mi-indome-online,Ba Đình
748,So Coffee - Cafe Muối - Tân Triều,QUÁN ĂN,"Số 43 Ngõ 83 Tân Triều, P. Triều Khúc, Thanh Trì, Hà Nội",Giảm món,0.0,3,Đóng cửa,Unknown,10.000 - 349.000,https://shopeefood.vn/ha-noi/so-coffee-cafe-muoi-tan-trieu,Thanh Trì
749,"EJ COFFEE - Cafe Muối & Trà Chanh, Tắc FullToping - Hoàng Đạo Thuý",QUÁN ĂN -Chi nhánh,"Toà Nhà 25T1 Hoàng Đạo Thuý, P. Trung Hoà, Cầu Giấy, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/ej-coffee-cafe-muoi-tra-chanh-tac-fulltoping-hoang-dao-thuy,Cầu Giấy
750,Ốc Nguyễn - Đê La Thành,QUÁN ĂN -Chi nhánh,"683 Đê La Thành, P. Thành Công, Ba Đình, Hà Nội",Giảm món,4.5,50,Mở cửa,15:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/oc-nguyen-de-la-thanh,Ba Đình
751,"Bếp Chú Thuỷ Cơ Sở 1 - Cơm Gà Nướng, Sườn Nướng & Thịt Nướng - Trần Đại Nghĩa",QUÁN ĂN,"32 Ngõ 183 Trần Đại Nghĩa, P.Bách Khoa, Hai Bà Trưng, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bep-chu-thuy-co-so-1-com-ga-nuong-suon-nuong-thit-nuong-tran-dai-nghia,Hai Bà Trưng
752,Bánh Mì Dân Tổ - Bánh Mì - Ngõ Tự Do,ĂN VẶT/VỈA HÈ -Chi nhánh,"Số 1 Ngõ 56 Ngõ Tự Do, P. Trương Định, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999,Mở cửa,00:00 - 23:59,10.000 - 50.000,https://shopeefood.vn/ha-noi/banh-mi-dan-to-banh-mi-ngo-tu-do,Hai Bà Trưng
753,Bastet's Home - Trà Sữa & Ăn Vặt - Hà Đông,CAFÉ/DESSERT,"34 Trưng Nhị, Hà Đông, Hà Nội",Giảm món,4.5,999,Mở cửa,08:30 - 22:40,15.000 - 30.000,https://shopeefood.vn/ha-noi/bastet-s-home-tra-sua-an-vat-ha-dong,Hà Đông
754,Mì Tim Cật Chua Cay Phương Anh,"Yêu thích
QUÁN ĂN","44 Ngõ 9 Võ Chí Công, P. Nghĩa Đô, Cầu Giấy, Hà Nội",Giảm hết 10%,4.5,100,Đóng cửa,Unknown,30.000 - 100.000,https://shopeefood.vn/ha-noi/mi-tim-cat-chua-cay-phuong-anh,Cầu Giấy
755,"Bánh Mỳ Doner Kebeb, Nước Ép Trái Cây & Đồ Ăn Vặt - Bùi Xương Trạch",QUÁN ĂN,"99A Bùi Xương Trạch, P. Khương Đình, Thanh Xuân, Hà Nội",Giảm hết 20%,4.5,10,Mở cửa,06:30 - 22:40,0 - 0,https://shopeefood.vn/ha-noi/banh-my-doner-kebeb-nuoc-ep-trai-cay-do-an-vat-bui-xuong-trach,Thanh Xuân
756,Cơm Gà Phan Rang - Linh Đàm,QUÁN ĂN,"Kiot 35 Chợ Xanh Linh Đàm, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,20.000 - 60.000,https://shopeefood.vn/ha-noi/com-ga-phan-rang-linh-dam,Hoàng Mai
757,GINGAYA - TIỆM ĂN HEALTHY EATCLEAN - DƯƠNG QUẢNG HÀM,"Yêu thích
QUÁN ĂN","22B Ngách 24 Ngõ 79 Dương Quảng Hàm, P. Quan Hoa, Cầu Giấy, Hà Nội",Giảm món,4.5,100,Mở cửa,07:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/gingaya-tiem-an-healthy-eatclean-duong-quang-ham,Cầu Giấy
758,Bún Chả Ngon - Nguyễn Khắc Cần,"Yêu thích
QUÁN ĂN","13 Nguyễn Khắc Cần, P. Hàng Bài, Hoàn Kiếm, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bun-cha-ngon-nguyen-khac-can,Hoàn Kiếm
759,Bún Đậu Mẹt 268 Tô Hiệu,QUÁN ĂN,"8 Tô Hiệu, P. Nghia Tân, Cầu Giấy, Hà Nội",Giảm hết 10%,0.0,3,Mở cửa,10:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/bun-dau-met-268-to-hieu,Cầu Giấy
760,Ro's Cake - Bánh Kem & Bông Lan Trứng Muối,QUÁN ĂN,"Số 11A Ngõ 2 Quang Trung, P.Quang Trung, Hà Đông, Hà Nội",Giảm món,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/ro-s-cake-banh-kem-bong-lan-trung-muoi,Hà Đông
761,3T Food Chân Gà Sốt Thái - Vương Thừa Vũ,ĂN VẶT/VỈA HÈ,"24 Ngõ 184 Vương Thừa Vũ, P. Khương Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,10,Mở cửa,00:00 - 08:00 | 18:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/3t-food-chan-ga-sot-thai-vuong-thua-vu,Thanh Xuân
762,Nem Nướng Nha Trang - Hoàng Mai,QUÁN ĂN,"26 Giáp Bát, P. Giáp Bát, Hoàng Mai, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,30.000 - 70.000,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-hoang-mai,Hoàng Mai
763,Gà Ủ Muối & Vịt Quay Tâm Tươi,QUÁN ĂN,"118A Ngõ 254 Minh Khai, P. Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Giảm hết 10%,4.5,100,Mở cửa,08:00 - 23:00,25.000 - 300.000,https://shopeefood.vn/ha-noi/ga-u-muoi-vit-quay-tam-tuoi,Hoàng Mai
764,Gà Luộc & Gà Ủ Muối - Giáp Bát,QUÁN ĂN,"216 Giáp Bát, P. Giáp Bát, Hoàng Mai, Hà Nội",Giảm hết 30%,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/ga-luoc-ga-u-muoi-giap-bat,Hoàng Mai
765,Ăn Vặt Hồ Tây 음식 - Ăn Vặt - Lạc Long Quân,QUÁN ĂN,"4 Ngõ 472 Lạc Long Quân, P. Nhật Tân, Tây Hồ, Hà Nội",Giảm món,4.0,100,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/an-vat-ho-tay-%EC%9D%8C%EC%8B%9D-an-vat-lac-long-quan.fsep84,Tây Hồ
766,Đồ Ăn Vặt - Bảo Linh,QUÁN ĂN,"Số 17A Ngõ 164/14 Đê La Thành Nhỏ, P. Thổ Quan, Đống Đa, Hà Nội",Giảm món,3.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/do-an-vat-bao-linh,Đống Đa
767,Bếp CiCi - Mì Trộn & Đồ Ăn Vặt Online - Quan Nhân,"Yêu thích
QUÁN ĂN","Số 34 Ngõ 144 Quan Nhân, P. Nhân Chính, Thanh Xuân, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bep-cici-mi-tron-do-an-vat-online-quan-nhan,Thanh Xuân
768,Cơm Cá Hồi - Sushi SakeDon - Hồ Tùng Mậu,QUÁN ĂN,"Cuối dãy Tòa 1A Vinaconex7, Sau Goldmark City 136 Hồ Tùng Mậu, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,0.0,0,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/com-ca-hoi-sushi-sakedon-ho-tung-mau,Bắc Từ Liêm
769,Mẹ Bon - Bếp Ăn Vặt & Gà Ủ Muối - Kim Giang,SHOP ONLINE -Chi nhánh,"Số 33 Ngõ 734 Kim Giang, X. Thanh Liệt, Thanh Trì, Hà Nội",Giảm hết 25%,4.5,100,Đóng cửa,Unknown,4.000 - 150.000,https://shopeefood.vn/ha-noi/me-bon-bep-an-vat-ga-u-muoi-kim-giang,Thanh Trì
770,Bánh Mì Chả Nóng Long Đỉnh - 147/2 Tân Mai,QUÁN ĂN -Chi nhánh,"14 Ngõ 147/2 Tân Mai, P. Tân Mai, Hoàng Mai, Hà Nội",Giảm hết 15%,4.5,100,Đóng cửa,Unknown,15.000 - 60.000,https://shopeefood.vn/ha-noi/banh-mi-cha-nong-long-dinh-147-2-tan-mai,Hoàng Mai
771,Nem Nướng Nha Trang & Nem Lụi Huế - Trần Thái Tông,ĂN VẶT/VỈA HÈ,"59 Ngõ 44 Trần Thái Tông, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm hết 10%,4.5,500,Đóng cửa,Unknown,30.000 - 60.000,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-nem-lui-hue-tran-thai-tong,Cầu Giấy
772,Phở Bò Quân Hà,QUÁN ĂN,"368 Đội Cấn, P. Cống Vị, Ba Đình, Hà Nội",Giảm món,4.5,100,Mở cửa,06:15 - 23:00,35.000 - 60.000,https://shopeefood.vn/ha-noi/pho-bo-quan-ha,Ba Đình
773,Cơm Gà Sài Gòn - Cát Linh,QUÁN ĂN -Chi nhánh,"Số 1 Ngách 66 Ngõ 35 Cát Linh, Đống Đa, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/com-ga-sai-gon-cat-linh,Đống Đa
774,SOUL SPECIALTY COFFEE - Vietnam Fine Robusta - Đường Thành,CAFÉ/DESSERT,"12 Đường Thành, P. Cửa Đông, Hoàn Kiếm, Hà Nội",Giảm món,5.0,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/soul-specialty-coffee-vietnam-fine-robusta-duong-thanh,Hoàn Kiếm
775,"Bếp Nhà Mít - Mỳ Gà Tần, Mỳ Trộn Indomie & Nem Rán Ngon","ĂN VẶT/VỈA HÈ, SHOP ONLINE","Số 22 Ngõ 34 Phú Đô , Nam Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 02:00 | 19:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bep-nha-mit-my-ga-tan-my-tron-indomie-nem-ran-ngon,Nam Từ Liêm
776,"Cơm, Gà Rán & Mì Trộn Bếp Nhà Cám",QUÁN ĂN -Chi nhánh,"1 Ngách 12 Ngõ 12 Nghĩa Dũng, P. Phúc Xá, Ba Đình, Hà Nội",Giảm hết 18%,4.5,999,Đóng cửa,Unknown,20.000 - 100.000,https://shopeefood.vn/ha-noi/ga-ran-tra-sua-bep-nha-cam-nghia-dung,Ba Đình
777,Bánh Mỳ Thịt Nướng - Nước Ép Nguyên Chất,ĂN VẶT/VỈA HÈ,"295 Lê Xá, X. Đa Tốn, Gia Lâm, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/banh-my-thit-nuong-nuoc-ep-nguyen-chat,Gia Lâm
778,Xôi Xoài Dì LOY - Phạm Ngọc Thạch,QUÁN ĂN,"P3B - B10 Ngõ 43 Phạm Ngọc Thạch, P.Kim Liên, Đống Đa, Hà Nội",Giảm món,4.5,50,Mở cửa,08:30 - 22:30,0 - 0,https://shopeefood.vn/ha-noi/xoi-xoai-di-loy-pham-ngoc-thach,Đống Đa
779,ĂN VẶT ONLINE - Bánh Gà & Nem Rán - 183 Hoàng Văn Thái,ĂN VẶT/VỈA HÈ -Chi nhánh,"Sảnh Chung Cư CT11 Ngõ 183 Hoàng Văn Thái, P. Khương Trung, Thanh Xuân, Hà Nội",Giảm hết 10%,4.5,999,Đóng cửa,Unknown,15.000 - 50.000,https://shopeefood.vn/ha-noi/an-vat-online-banh-ga-nem-ran-183-hoang-van-thai,Thanh Xuân
780,Tiệm Trà Trái Cây Mèo Béo - Trung Kính,CAFÉ/DESSERT,"Số 149 Trung Kính, P. Trung Hòa, Cầu Giấy, Hà Nội",Giảm món,0.0,0,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/tiem-tra-trai-cay-meo-beo-trung-kinh,Cầu Giấy
781,Quán Chiếc Lá Nhỏ - Bún Đậu Mẹt & Dồi Sụn,"Yêu thích
QUÁN ĂN","151 Ngọc Hồi, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Giảm món,4.5,500,Đóng cửa,Unknown,10.000 - 100.000,https://shopeefood.vn/ha-noi/quan-chiec-la-nho-bun-dau-met-doi-sun,Hoàng Mai
782,Cà Phê Muối Diệp Anh - Nước Ép & Sinh Tố - Mỹ Đình,"Yêu thích
ĂN VẶT/VỈA HÈ","Số Nhà 1 Ngõ 322/139 Đường Mỹ Đình, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Giảm hết 50%,4.5,100,Mở cửa,08:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/ca-phe-muoi-diep-anh-nuoc-ep-sinh-to-my-dinh,Nam Từ Liêm
783,Nem Nướng Nha Trang Ngọc Điệp,QUÁN ĂN,"101 B4 Ngõ 26 Doãn Kế Thiện, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,58.000 - 62.000,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-ngoc-diep,Cầu Giấy
784,Cơm Việt Gren Mart - Lạc Long Quân,QUÁN ĂN,"Số 10 Ngõ 127 Lạc Long Quân, P. Nghĩa Đô, Cầu Giấy, Hà Nội",Giảm món,4.5,10,Mở cửa,06:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/com-viet-gren-mart-lac-long-quan,Cầu Giấy
785,Bếp Tông - Bún Đậu & Ăn Đêm Long Biên,QUÁN ĂN,"69 Ngõ 2 Ngọc Thuỵ, P. Ngọc Thụy, Long Biên, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bep-tong-bun-dau-an-dem-long-bien,Long Biên
786,Nem Nướng Nha Trang - Nem Lụi - Bánh Tráng Cuốn Thịt Heo - Mễ Trì,QUÁN ĂN,"Số 5 ngõ 32 Đỗ Đức Dục. P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm hết 10%,3.5,10,Mở cửa,10:00 - 23:30,0 - 0,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-nem-lui-banh-trang-cuon-thit-heo-me-tri,Nam Từ Liêm
787,Bún Đậu Ngọc Bích - Xa La,QUÁN ĂN,"Kiôt 9 Toà CT1B1 Xa La, P. Phúc La, Hà Đông, Hà Nội",Giảm hết 30%,4.5,100,Đóng cửa,Unknown,30.000 - 70.000,https://shopeefood.vn/ha-noi/bun-dau-ngoc-bich-xa-la,Hà Đông
788,Cơm Chay & Ruốc Nấm Thúy Nga - Shop Online,"Yêu thích
SHOP ONLINE","29F Ngách 29 Ngõ 562 Đường Thụy Khuê, P. Bưởi, Tây Hồ, Hà Nội",Giảm món,4.5,999,Mở cửa,05:30 - 23:00,20.000 - 100.000,https://shopeefood.vn/ha-noi/com-chay-ruoc-nam-thuy-nga,Tây Hồ
789,"Kencook - Gà Rán, Cơm Gà & Pizza - Nguyễn Lương Bằng",QUÁN ĂN -Chi nhánh,"24 Ngõ 178 Nguyễn Lương Bằng, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,500,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/kencook-ga-ran-com-ga-pizza-nguyen-luong-bang,Đống Đa
790,Nước Ép Sinh Tố - Trần Quý Cáp,CAFÉ/DESSERT,"Số Nhà 90 Ngõ 88 Phố Trần Quý Cáp, P. Văn Chương, Đống Đa, Hà Nội",Giảm món,4.5,50,Mở cửa,08:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/nuoc-ep-sinh-to-tran-quy-cap,Đống Đa
791,Ốc Phủi 36 - Đại Học Hà Nội,QUÁN ĂN,"Số 9 Ngõ 2 Cổng Trường Đại học Hà Nội, Km 9 Nguyễn Trãi, P. Trung Văn, Nam Từ Liêm, Hà Nội",Giảm hết 10%,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/oc-phui-36-dai-hoc-ha-noi,Nam Từ Liêm
792,Bún Riêu Cua & Bún Cá - Hiền Linh - Ngõ 2 Nguyễn Chánh,"Yêu thích
QUÁN ĂN","17 Ngõ 2 Nguyễn Chánh, P. Trung Hoà, Cầu Giấy, Hà Nội",Giảm món,4.5,500,Đóng cửa,Unknown,20.000 - 60.000,https://shopeefood.vn/ha-noi/bun-rieu-cua-bun-ca-hien-linh-ngo-2-nguyen-chanh,Cầu Giấy
793,XO Chicken - Cơm Gà & Gà Rán,QUÁN ĂN,"122/68/173 Hoàng Hoa Thám, P. Ngọc Hà ( Gần Đình Đại Yên Ngõ 279 Đội Cấn, Quán Cafe Nghiền Rẽ Phải 20m ), Ba Đình, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/xo-chicken-com-ga-ga-ran,Ba Đình
794,"688 Food - Mỳ cay, Mỳ trộn & Mỳ tương đen - Mỹ Đình","Yêu thích
QUÁN ĂN -Chi nhánh","43 Ng. 20 Đ. Mỹ Đình, P. Mỹ Đình, Nam Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/688-food-my-cay-my-tron-my-tuong-den-my-dinh,Nam Từ Liêm
795,Nhất Phẩm - Bún Trộn Nam Bộ - Nguyễn Tuân,QUÁN ĂN -Chi nhánh,"8A Ngõ 172 Nguyễn Tuân, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Giảm hết 15%,4.5,999,Đóng cửa,Unknown,10.000 - 45.000,https://shopeefood.vn/ha-noi/nhat-pham-bun-tron-nam-bo-nguyen-tuan,Thanh Xuân
796,Bún Chả & Bún Đậu Bi Béo - Sài Đồng,QUÁN ĂN,"Số 8B Ngõ 100/17 Sài Đồng, P. Sài Đồng, Long Biên, Hà Nội",Giảm món,4.0,50,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bun-cha-bun-dau-bi-beo-sai-dong,Long Biên
797,"Linh Lê - Gỏi Cuốn, Súp & Hoa Quả Dầm - Đường Láng",QUÁN ĂN,"3 Ngách 16 Ngõ 1160 Đường Láng, P. Láng Thuợng, Đống Đa, Hà Nội",Giảm hết 10%,4.5,500,Mở cửa,00:00 - 23:59,35.000 - 180.000,https://shopeefood.vn/ha-noi/linh-le-goi-cuon-sup-hoa-qua-dam-duong-lang,Đống Đa
798,"Meo Meo Quán - Gà Ủ Muối, Xôi & Đồ Ăn Vặt - Văn Hội",ĂN VẶT/VỈA HÈ,"22 Ngõ 131 Văn Hội, P. Đức Thắng, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/meo-meo-quan-ga-u-muoi-xoi-do-an-vat-van-hoi.ty44hk,Bắc Từ Liêm
799,Tiger Sugar Việt Nam - Doãn Kế Thiện,CAFÉ/DESSERT -Chi nhánh,"25S Ngách 1 Ngõ 105 Doãn Kế Thiện, P. Mai Dịch, Cầu Giấy, Hà Nội",Giảm hết 30%,4.5,999,Mở cửa,11:30 - 23:59,32.000 - 50.000,https://shopeefood.vn/ha-noi/tiger-sugar-viet-nam-doan-ke-thien,Cầu Giấy
800,Bami Deli - Bánh Mì Hương Vị Bò Sốt - 381 Đội Cấn,"Yêu thích
QUÁN ĂN","381 Đội Cấn, P. Liễu Giai, Ba Đình, Hà Nội",Giảm món,4.5,10,Mở cửa,06:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bami-deli-banh-mi-huong-vi-bo-sot-381-doi-can,Ba Đình
801,Tiệm Bánh Mì Tử Tế - Định Công,ĂN VẶT/VỈA HÈ -Chi nhánh,"Số 33 Ngõ 245/116 Định Công, P. Định Công, Hoàng Mai, Hà Nội",Giảm món,4.5,999,Đóng cửa,Unknown,15.000 - 20.000,https://shopeefood.vn/ha-noi/tiem-banh-mi-tu-te-dinh-cong,Hoàng Mai
802,"Ăn Vặt HOTA - Vua Chân Gà Sả Tắc, Chân Gà Sốt Thái & Bánh Tráng Trộn",QUÁN ĂN,"48 Ngõ 165 Cầu Giấy, P. Dịch Vọng, Cầu Giấy, Hà Nội",Giảm món,4.5,999,Mở cửa,09:30 - 23:59,20.000 - 80.000,https://shopeefood.vn/ha-noi/an-vat-hota-vua-chan-ga-sa-tac-chan-ga-sot-thai-banh-trang-tron,Cầu Giấy
803,Cơm Sườn Đào Duy Từ - Lương Định Của,QUÁN ĂN -Chi nhánh,"23B13 Lương Định Của, Đống Đa, Hà Nội",Giảm món,4.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/com-suon-dao-duy-tu-luong-dinh-cua,Đống Đa
804,"Bao Bao - Cơm Xá Xíu, Mỳ Chua Cay & Cháo Ếch - 213 Xã Đàn",QUÁN ĂN,"213 Xã Đàn, P. Nam Đồng, Đống Đa, Hà Nội",Giảm món,4.5,50,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bao-bao-com-xa-xiu-my-chua-cay-chao-ech-213-xa-dan,Đống Đa
805,Chasiu - Cơm Chiên & Mì Xôi Thịt Xá Xíu - Quốc Tử Giám,QUÁN ĂN -Chi nhánh,"32 Phố Quốc Tử Giám, P. Văn Chương, Đống Đa, Hà Nội",Giảm món,4.5,500,Đóng cửa,Unknown,20.000 - 50.000,https://shopeefood.vn/ha-noi/chasiu-com-chien-mi-xoi-thit-xa-xiu-quoc-tu-giam,Đống Đa
806,Bếp Nhà Koi - Mì Trộn Indomie - Lạc Long Quân,QUÁN ĂN,"69A Ngách 90 Ngõ 175 Lạc Long Quân, P. Nghĩa Đô, Cầu Giấy, Hà Nội",Giảm món,0.0,4,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/bep-nha-koi-mi-tron-indomie-lac-long-quan,Cầu Giấy
807,"Neo Cafe - Cà Phê Muối, Cold Brew & Trà trái cây - 14 Duy Tân",CAFÉ/DESSERT -Chi nhánh,"14 P. Duy Tân, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,100,Mở cửa,07:30 - 22:30,0 - 0,https://shopeefood.vn/ha-noi/neo-cafe-ca-phe-muoi-cold-brew-tra-trai-cay-14-duy-tan,Cầu Giấy
808,Cơm Rang Hải Hậu - Phở Trường - Hoàng Mai,QUÁN ĂN -Chi nhánh,"Số 32 Ngõ 120 Hoàng Mai, P. Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Giảm hết 10%,3.5,100,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/com-rang-hai-hau-pho-truong-hoang-mai.vobhrb,Hoàng Mai
809,Royaltea - Phú Diễn,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","Số 41 Ngõ 187 Phú Diễn, P. Phú Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,999,Mở cửa,00:00 - 23:59,20.000 - 60.000,https://shopeefood.vn/ha-noi/royaltea-phu-dien,Bắc Từ Liêm
810,Nước Ép Nguyên Chất - Amy Fruit,CAFÉ/DESSERT,"3 Ngõ 10 Nguyễn Văn Huyên, P. Quan Hoa, Cầu Giấy, Hà Nội",Giảm món,3.5,10,Đóng cửa,Unknown,15.000 - 39.000,https://shopeefood.vn/ha-noi/nuoc-ep-nguyen-chat-amy-fruit,Cầu Giấy
811,"Bánh Tráng Huyền Linh - Bánh Tráng Trộn, Bánh Tráng Nướng & Bánh Tráng Cuộn - 68 Triều Khúc","Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","Số 1 Ngõ 68 Triều Khúc, X. Tân Triều, Thanh Trì, Hà Nội",Giảm món,4.5,999,Mở cửa,10:00 - 23:00,0 - 0,https://shopeefood.vn/ha-noi/banh-trang-huyen-linh-banh-trang-tron-banh-trang-nuong-banh-trang-cuon-68-trieu-khuc,Thanh Trì
812,Chân Gà Rút Xương Ngâm Sả Tắc & Sốt Thái - Tiệm Nhà Sum - Quỳnh Đô,ĂN VẶT/VỈA HÈ -Chi nhánh,"Xóm 1 Quỳnh Đô, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",Giảm món,4.5,10,Đóng cửa,Unknown,0 - 0,https://shopeefood.vn/ha-noi/chan-ga-rut-xuong-ngam-sa-tac-sot-thai-tiem-nha-sum-quynh-do,Thanh Trì
813,Ngon Thạch Quán - 286 Đường Tựu Liệt,QUÁN ĂN,"286 Đường Tựu Liệt, X. Tam Hiệp, Thanh Trì, Hà Nội",Giảm món,0.0,0,Mở cửa,10:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/ngon-thach-quan-286-duong-tuu-liet,Thanh Trì
