store_id,name_res,kind_res,address,promotion,star,number_rating,status,open_time,cost_res,store_url,district
177,Kem Dairy Queen - Royal City,CAFÉ/DESSERT -Chi nhánh,"Tầng Hầm 2, Tầng Hầm B2, Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Thanh Xuân, Hà Nội",Giảm món,4.5,100,Mở cửa,10:00 - 20:45,50.000 - 100.000,https://shopeefood.vn/ha-noi/dairy-queen-royal-city,Thanh Xuân
178,Món Ngon Hải Phòng - An Biên Eatery,QUÁN ĂN,"108 D5A Trần Thái Tông, P.Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm món,4.5,10,Mở cửa,09:00 - 21:00,0 - 0,https://shopeefood.vn/ha-noi/mon-ngon-hai-phong-an-bien-eatery,Cầu Giấy
179,Domino's Pizza - Xuân La,NHÀ HÀNG -Chi nhánh,"D22 107 Xuân La, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,500,Mở cửa,09:00 - 21:45,50.000 - 500.000,https://shopeefood.vn/ha-noi/domino-s-pizza-xuan-la,Bắc Từ Liêm
180,"Trà La Cà - Đồ Ăn Vặt, Nước Ép & Trà Trái Cây Tươi 100% - Nghĩa Tân","Yêu thích
CAFÉ/DESSERT, ĂN VẶT/VỈA HÈ -Chi nhánh","87 Đường Nghĩa Tân, P. Nghĩa Tân, Cầu Giấy, Hà Nội",Giảm món,4.5,50,Mở cửa,09:30 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/tra-la-ca-do-an-vat-nuoc-ep-tra-trai-cay-tuoi-100-nghia-tan.xpcjic,Cầu Giấy
181,The Pizza Company - The Manor,NHÀ HÀNG -Chi nhánh,"A004 - Tòa The Manor, Mễ Trì, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Giảm món,4.5,999,Mở cửa,09:45 - 21:30,22.000 - 669.000,https://shopeefood.vn/ha-noi/the-pizza-company-the-manor,Nam Từ Liêm
182,Quán Lẩu Ếch & Gà Mẹt - Khương Trung,"Yêu thích
QUÁN NHẬU","41 - 211 Khương Trung, P. Khương Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 00:01 | 08:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/quan-lau-ech-ga-met-khuong-trung,Thanh Xuân
183,Pozaa Tea - Trà Sữa Đài Loan - Lê Trọng Tấn,CAFÉ/DESSERT -Chi nhánh,"Autoway ô 1,2,3 C3 khu Geleximco Lê Trọng Tấn, Hà Đông, Hà Nội",Giảm món,0.0,0,Mở cửa,12:10 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/pozaa-tea-tra-sua-dai-loan-le-trong-tan,Hà Đông
184,Bếp Cơm Gạo Lứt - Eat Clean & Healthy - Shop Online,"Yêu thích
SHOP ONLINE -Chi nhánh","Kiot Số 1, Ngõ 115E8 Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Giảm món,4.5,999,Đóng cửa,Unknown,10.000 - 100.000,https://shopeefood.vn/ha-noi/bep-com-gao-lut-eat-clean-healthy-shop-online,Thanh Xuân
185,Cheese Coffee - Lê Đại Hành,CAFÉ/DESSERT -Chi nhánh,"50A Đường Lê Đại Hành, P. Lê Đại Hành, Hai Bà Trưng, Hà Nội",Giảm món,4.5,999,Mở cửa,07:00 - 22:00,19.000 - 68.000,https://shopeefood.vn/ha-noi/cheese-coffee-le-dai-hanh,Hai Bà Trưng
186,"Vani Măm Măm - Mì Trộn Indomie, Đồ Ăn Vặt & Nước Ép",QUÁN ĂN,"225 Hoàng Mai, P. Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Giảm món,4.5,10,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/vani-mam-mam-mi-tron-indomie-do-an-vat-nuoc-ep,Hoàng Mai
187,Lẩu Ngon Tại Nhà Eat House,"Yêu thích
QUÁN ĂN -Chi nhánh","Số 19 Ngõ 20 Nguyễn Chánh, P. Trung Ho, Cầu Giấy, Hà Nội",Giảm món,4.5,999,Mở cửa,08:30 - 22:00,170.000 - 630.000,https://shopeefood.vn/ha-noi/eat-house-lau-ngon-tai-nha,Cầu Giấy
188,Bò Nầm Nướng Binbon - Nguyễn Trãi,"Yêu thích
QUÁN ĂN","4-F5B ngõ 330 Nguyễn Trãi, Thanh Xuân, Hà Nội",Flash Sale,4.5,100,Mở cửa,10:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bo-nam-nuong-binbon-nguyen-trai,Thanh Xuân
189,"Mọng Quán - Xiên Chiên, Mỳ Trộn & Bánh Mì - Trần Quốc Vượng","QUÁN ĂN, ĂN VẶT/VỈA HÈ","Số 83 Ngõ 63 Trần Quốc Vượng, P. Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Giảm hết 10%,4.5,10,Mở cửa,00:00 - 02:00 | 18:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/mong-quan-xien-chien-my-tron-banh-mi-tran-quoc-vuong.s7kuet,Cầu Giấy
190,An Nam Cháo,"Yêu thích
NHÀ HÀNG -Chi nhánh","20 Đào Tấn, Ba Đình, Hà Nội",Flash Sale,4.5,999,Mở cửa,09:20 - 13:40 | 16:45 - 21:40,25.000 - 850.000,https://shopeefood.vn/ha-noi/an-nam-chao,Ba Đình
191,Bếp Ăn Nhanh 24H - Đông Thiên,QUÁN ĂN,"8 Ngõ 140 Phố Đông Thiên, P. Vĩnh Hưng, Hoàng Mai, Hà Nội",Giảm món,3.5,100,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/bep-an-nhanh-24h-dong-thien,Hoàng Mai
192,Mango Hello - Trà Xoài & Xôi Xoài - Nguyễn Văn Lộc,CAFÉ/DESSERT -Chi nhánh,"Số 22 Khu A TTTM TSQ, Nguyễn Văn Lộc, P.Mộ Lao, Hà Đông, Hà Nội",Flash Sale,4.5,8,Mở cửa,09:00 - 22:15,0 - 0,https://shopeefood.vn/ha-noi/mango-hello-tra-xoai-xoi-xoai-nguyen-van-loc,Hà Đông
193,"Bảo Ngọc - Nem Chua Thanh Hoá, Thịt Chua Trường Foods & Đồ Ăn Vặt",QUÁN ĂN,"Số 57 Ngõ 20 Mỹ Đình, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Giảm hết 10%,4.5,100,Mở cửa,00:00 - 01:30 | 06:00 - 23:59,20.000 - 200.000,https://shopeefood.vn/ha-noi/bao-ngoc-nem-chua-thanh-hoa-thit-chua-truong-foods-do-an-vat,Nam Từ Liêm
194,Xuân Food - Mì Trộn Indomie - Tây Sơn,"Yêu thích
SHOP ONLINE -Chi nhánh","Số 17 Ngõ 340 Tây Sơn, Đống Đa, Hà Nội",Flash Sale,4.5,999,Mở cửa,00:00 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/xuan-food-mi-tron-indomie-tay-son,Đống Đa
195,"Crepe Sầu Riêng , Bánh Bò & Da Lợn - Xuân Đỉnh","Yêu thích
QUÁN ĂN","4 Ngõ 277 Xuân Đỉnh, P. Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,07:30 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/crepe-sau-rieng-banh-bo-da-lon-xuan-dinh,Bắc Từ Liêm
196,Hùng Huy - Bánh Cuốn Chả Phủ Lý - Khuất Duy Tiến,"Yêu thích
QUÁN ĂN","112D1 Ngõ 5 Khuất Duy Tiến, P. Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Flash Sale,4.5,100,Mở cửa,06:30 - 14:00 | 17:00 - 20:30,0 - 0,https://shopeefood.vn/ha-noi/hung-huy-banh-cuon-cha-phu-ly-khuat-duy-tien,Thanh Xuân
197,Ốc 29 - Ốc Hải Sản & Đồ Ăn Vặt - 38 Yên Lãng,QUÁN ĂN -Chi nhánh,"38 Yên Lãng, P Láng Hạ, Đống Đa, Hà Nội",Flash Sale,4.5,500,Mở cửa,00:00 - 23:59,50.000 - 250.000,https://shopeefood.vn/ha-noi/oc-29-oc-hai-san-do-an-vat-38-yen-lang,Đống Đa
198,Sữa Chua Bà Phương,QUÁN ĂN,"2 Ngách 54/9 Ngõ 54 Hoa Bằng, P. Yên Hoà, Cầu Giấy, Hà Nội",Giảm món,4.5,50,Mở cửa,09:00 - 23:59,10.000 - 40.000,https://shopeefood.vn/ha-noi/sua-chua-ba-phuong,Cầu Giấy
199,"Thảo Vy - Xôi, Bánh Mì & Mì Trộn Indomie",QUÁN ĂN,"95B Tô Hiến Thành, P. Phúc La, Hà Đông, Hà Nội",Giảm hết 6%,3.5,100,Mở cửa,00:00 - 23:59,5.000 - 99.000,https://shopeefood.vn/ha-noi/thao-vy-xoi-banh-mi-mi-tron-indomie,Hà Đông
200,"Hưng Food - Mì Trộn, Gà Ủ Muối & Xôi - Cầu Diễn","Yêu thích
QUÁN ĂN, ĂN VẶT/VỈA HÈ","41 Ngõ 134 Đường Cầu Diễn, P. Minh Khai, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,100,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/hung-food-mi-tron-ga-u-muoi-xoi-banh-mi-cau-dien.ksgaiw,Bắc Từ Liêm
201,Tú Vịt - Vịt Nướng Vân Đình- Đồng Me,QUÁN ĂN,"Số 76 Ngõ 32 Đồng Me, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm hết 10%,4.5,5,Mở cửa,00:00 - 03:00 | 17:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/tu-vit-vit-nuong-van-dinh-dong-me,Nam Từ Liêm
202,Nem Nướng & Mì Trộn - Bếp Nhà Bắp,QUÁN ĂN,"43 Ngõ 99 Cầu Diễn, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",Giảm hết 10%,4.5,100,Mở cửa,10:37 - 23:01,0 - 0,https://shopeefood.vn/ha-noi/nem-nuong-mi-tron-bep-nha-bap,Bắc Từ Liêm
203,Unknown,Unknown,Unknown,Flash Sale,0.0,0,Đóng cửa,Unknown,,https://shopeefood.vn/ha-noi/hieu-luc-canh-ca-ro-dong-hung-yen-hai-ba-trung,Unknown
204,Phở Gà Phố Cổ Bảo Lộc - Chùa Láng,QUÁN ĂN,"35 Chùa Láng, P. Láng Thượng, Đống Đa, Hà Nội",Giảm hết 5%,4.5,100,Mở cửa,06:00 - 13:15 | 17:30 - 21:00,0 - 0,https://shopeefood.vn/ha-noi/pho-ga-pho-co-bao-loc-chua-lang,Đống Đa
205,Mỳ Cay Ngõ - Đồng Me,SHOP ONLINE -Chi nhánh,"Số 46 Ngõ 32 Đồng Me, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,100,Mở cửa,00:00 - 02:00 | 10:00 - 23:59,12.000 - 120.000,https://shopeefood.vn/ha-noi/my-cay-ngo-dong-me,Nam Từ Liêm
206,Minh Food - Nem Chua Rán Và Xiên Que,"Yêu thích
SHOP ONLINE","38 Ngõ Thái Thịnh 1, P. Thịnh Quang, Đống Đa, Hà Nội",Giảm món,4.5,999,Mở cửa,10:00 - 21:00,10.000 - 60.000,https://shopeefood.vn/ha-noi/minh-food-nem-chua-ran-va-xien-que,Đống Đa
207,Khoai Bao - Khoai Lang Nướng Mật Đà Lạt - Ven Hồ Hạ Đình,ĂN VẶT/VỈA HÈ -Chi nhánh,"9 Ven Hồ Hạ Đình, P. Hạ Đình, Thanh Xuân, Hà Nội",Flash Sale,4.5,999,Mở cửa,10:00 - 21:00,45.000 - 70.000,https://shopeefood.vn/ha-noi/khoai-bao-khoai-lang-nuong-mat-da-lat-ven-ho-ha-dinh,Thanh Xuân
208,Pizza 247 - Ngõ Hòa Bình 3,"Yêu thích
SHOP ONLINE","Số 3 Ngõ Hòa Bình 3, P. Minh Khai, Hai Bà Trưng, Hà Nội",Giảm hết 10%,4.5,999,Mở cửa,10:00 - 23:00,80.000 - 160.000,https://shopeefood.vn/ha-noi/pizza-247-ngo-hoa-binh-3,Hai Bà Trưng
209,Mì Cay Seoul - Dương Khuê,"Yêu thích
ĂN VẶT/VỈA HÈ -Chi nhánh","83 - 85 Dương Khuê, P. Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,100,Mở cửa,08:30 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/mi-cay-seoul-duong-khue,Nam Từ Liêm
210,LỈNG TEA - TRÀ SỮA & CÀ PHÊ ĐẬM VỊ - 38 NGÕ 124 VĨNH TUY,CAFÉ/DESSERT,"38 Ngx=õ 124 Vĩnh Tuy, P. Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Giảm hết 10%,0.0,2,Mở cửa,09:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ling-tea-tra-sua-ca-phe-dam-vi-38-ngo-124-vinh-tuy,Hai Bà Trưng
211,"Chè Mộc Phố - Chè Ngon, Kem Xôi & Tàu Hũ - Tây Mỗ","Yêu thích
QUÁN ĂN -Chi nhánh","53 Ngõ 72 Tây Mỗ, P. Tây Mỗ, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,100,Mở cửa,09:30 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/che-moc-pho-che-ngon-kem-xoi-tau-hu-tay-mo,Nam Từ Liêm
212,Tuyết Nhung - Cơm Gà Phú Yên - Chợ Gạo,"Yêu thích
QUÁN ĂN -Chi nhánh","4 Chợ Gạo, Hoàn Kiếm, Hà Nội",Giảm món,4.5,999,Mở cửa,09:30 - 14:30 | 17:00 - 21:30,10.000 - 95.000,https://shopeefood.vn/ha-noi/tuyet-nhung-com-ga-phu-yen-cho-gao,Hoàn Kiếm
213,Nui Cô Béo - Ngõ Văn Chương,"Yêu thích
QUÁN ĂN","244 Ngõ Văn Chương, Đống Đa, Hà Nội",Flash Sale,4.5,999,Mở cửa,09:30 - 22:00,20.000 - 50.000,https://shopeefood.vn/ha-noi/nui-co-beo-ngo-van-chuong,Đống Đa
214,Quán Quen - Mỳ Chua Cay - 167 Tây Sơn,"Yêu thích
QUÁN ĂN","P113 - Ký Túc Xá 5A Ngõ 167 Tây Sơn (Cuối Ngõ Rẻ Phải 5m), P. Quang Trung, Đống Đa, Hà Nội",Flash Sale,4.5,999,Mở cửa,07:30 - 22:40,40.000 - 40.000,https://shopeefood.vn/ha-noi/quan-quen-my-chua-cay-167-tay-son,Đống Đa
215,Mr. Thịnh - Gà Rán & Trà Sữa - Yên Nghĩa,QUÁN ĂN,"32 Ngõ 87 Yên Lộ, P. Yên Nghĩa, Hà Đông, Hà Nội",Giảm món,4.5,500,Mở cửa,10:00 - 23:00,6.000 - 30.000,https://shopeefood.vn/ha-noi/mr-thinh-ga-ran-tra-sua-yen-nghia,Hà Đông
216,Bún Ốc Sườn Cô Sáu - Lạc Trung,"Yêu thích
QUÁN ĂN -Chi nhánh","176 Lạc Trung, P. Thanh Lương, Hai Bà Trưng, Hà Nội",Flash Sale,4.5,999,Mở cửa,06:45 - 21:20,30.000 - 35.000,https://shopeefood.vn/ha-noi/bun-oc-suon-co-sau-lac-trung,Hai Bà Trưng
217,Anh Food - Đồ Ăn Vặt - Shop Online,SHOP ONLINE,"18 Ngõ 3 Nhân Hòa, P. Nhân Chính, Thanh Xuân, Hà Nội",Giảm hết 20%,4.5,500,Mở cửa,00:00 - 05:00 | 10:00 - 23:59,35.000 - 45.000,https://shopeefood.vn/ha-noi/anh-food-do-an-vat-shop-online,Thanh Xuân
218,Khoái - Trà Sữa & Trà Trái Cây - Hồ Đắc Di,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","59 Hồ Đắc Di, P. Nam Đồng, Đống Đa, Hà Nội",Flash Sale,4.5,100,Mở cửa,09:30 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/khoai-tra-sua-tra-trai-cay-ho-dac-di,Đống Đa
219,Bà Thảo Béo - Nem Nướng & Viên Chiên Đồ Ăn Vặt,QUÁN ĂN,"Số 39 Ngõ 418 Đê La Thành, P. Ô Chợ Dừa, Đống Đa, Hà Nội",Giảm món,4.5,100,Mở cửa,09:30 - 23:00,20.000 - 95.000,https://shopeefood.vn/ha-noi/ba-thao-beo-nem-nuong-vien-chien-do-an-vat,Đống Đa
220,Cha Go Tea & Caf'e - Dương Quảng Hàm,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","77 Dương Quảng Hàm, P. Quan Hoa, Cầu Giấy, Hà Nội",Flash Sale,4.5,999,Mở cửa,00:00 - 01:00 | 09:00 - 23:59,30.000 - 80.000,https://shopeefood.vn/ha-noi/cha-go-tea-caf-e-duong-quang-ham,Cầu Giấy
221,"Lax Léo Coffee - Matcha Latte, Vị Cà Phê Sài Gòn & Trà Vải - 36 Hạ Hồi",CAFÉ/DESSERT,"36 Hạ Hồi, Hoàn Kiếm, Hà Nội",Giảm món,0.0,1,Mở cửa,08:30 - 21:10,0 - 0,https://shopeefood.vn/ha-noi/lax-leo-coffee-matcha-latte-vi-ca-phe-sai-gon-tra-vai-36-ha-hoi,Hoàn Kiếm
222,Seoul - Gà Rán Hàn Quốc - Linh Đàm,"Yêu thích
QUÁN ĂN -Chi nhánh","Kiot 02 - HH1B Linh Đàm, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Flash Sale,4.5,999,Mở cửa,09:00 - 23:00,15.000 - 250.000,https://shopeefood.vn/ha-noi/seoul-ga-ran-han-quoc-linh-dam,Hoàng Mai
223,Liuni Tea Tran Dai Nghia - Trà Sữa & Đồ Ăn Nhẹ - Trần Đại Nghĩa,"CAFÉ/DESSERT, GIAO CƠM VĂN PHÒNG","169 Trần Đại Nghĩa, Hai Bà Trưng, Hà Nội",Giảm món,4.5,10,Mở cửa,09:30 - 22:40,0 - 0,https://shopeefood.vn/ha-noi/liuni-tea-tran-dai-nghia-tra-sua-do-an-nhe-tran-dai-nghia.cliskr,Hai Bà Trưng
224,Ăn Vặt Hàn Quốc - Gà Rán - Linh Đàm,"Yêu thích
QUÁN ĂN","Kiot 44, HH1C Linh Đàm, P. Hoàng Liệt, Hoàng Mai, Hà Nội",Flash Sale,4.5,999,Mở cửa,09:00 - 23:00,6.000 - 35.000,https://shopeefood.vn/ha-noi/an-vat-han-quoc-ga-ran-linh-dam,Hoàng Mai
225,BÁNH CÁ - TOKYO - Phúc La,"ĂN VẶT/VỈA HÈ, SHOP ONLINE","4 Dãy D1 Giãn Dân Yên Phúc, Hà Đông, Hà Nội",Giảm món,0.0,4,Mở cửa,14:00 - 22:00,0 - 0,https://shopeefood.vn/ha-noi/banh-ca-tokyo-phuc-la.netslx,Hà Đông
226,"Le Pain Lee - Burger, Gà Rán & Cơm Gà - Nguyễn Xiển","Yêu thích
QUÁN ĂN -Chi nhánh","65 Ngõ 161 Nguyễn Xiển, P. Hạ Đình, Thanh Xuân, Hà Nội",Flash Sale,4.5,999,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/le-pain-lee-burger-ga-ran-com-ga-nguyen-xien,Thanh Xuân
227,"Hải Yến Foods - Đồ Ăn Nhanh, Viên Chiên & Gà KFC - Võ Quý Huân",QUÁN ĂN,"Số 2 Ngõ 5 Võ Quý Huân, P. Phúc Diễn, Bắc Từ Liêm, Hà Nội",Giảm món,4.5,50,Mở cửa,00:00 - 03:00 | 08:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/hai-yen-foods-do-an-nhanh-vien-chien-ga-kfc-vo-quy-huan,Bắc Từ Liêm
228,Kaoya Hotpot - Mì Vịt Quay & Cơm Xá Xíu,"Yêu thích
QUÁN ĂN -Chi nhánh","103 Hàng Buồm, P. Hàng Buồm, Hoàn Kiếm, Hà Nội",Flash Sale,4.5,999,Mở cửa,09:30 - 22:00,50.000 - 150.000,https://shopeefood.vn/ha-noi/kaoya-hotpot-mi-vit-quay-com-xa-xiu,Hoàn Kiếm
229,ANDU - Chân Gà Nướng - Nguyễn Chí Thanh,"Yêu thích
QUÁN ĂN -Chi nhánh","6 Ngõ 107 Đường Nguyễn Chí Thanh, P. Láng Hạ, Đống Đa, Hà Nội",Flash Sale,4.5,999,Mở cửa,00:00 - 04:00 | 10:00 - 23:59,10.000 - 60.000,https://shopeefood.vn/ha-noi/andu-chan-ga-nuong-nguyen-chi-thanh,Đống Đa
230,Bếp Mẹ Bắp - Trà Sữa & Sữa Chua Thạch Lá Nếp,CAFÉ/DESSERT,"Số 14 Ngõ 274 Trương Định, P. Tương Mai, Hoàng Mai, Hà Nội",Giảm món,4.5,50,Mở cửa,10:00 - 22:00,30.000 - 50.000,https://shopeefood.vn/ha-noi/bep-me-bap-tra-sua-sua-chua-thach-la-nep,Hoàng Mai
231,LATU Quán - Nem Nướng Nha Trang - Yên Phúc,"Yêu thích
QUÁN ĂN","21d7 Khu Giãn Dân Yên Phúc, P. Phúc La, Hà Đông, Hà Nội",Flash Sale,4.5,500,Mở cửa,09:00 - 23:00,20.000 - 95.000,https://shopeefood.vn/ha-noi/latu-quan-nem-nuong-nha-trang-yen-phuc,Hà Đông
232,Bánh Mì Sài Gòn - Nhật Minh - Yên Hòa,"Yêu thích
QUÁN ĂN","233 Yên Hòa, Cầu Giấy, Hà Nội",Giảm món,4.5,50,Mở cửa,00:00 - 00:45 | 06:20 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/banh-mi-sai-gon-nhat-minh-yen-hoa.qrneah,Cầu Giấy
233,Quang Food - Mì Trộn Indomie - Ngõ Chợ Khâm Thiên,"Yêu thích
QUÁN ĂN -Chi nhánh","Số 30 Ngõ 143 Chợ Khâm Thiên, P. Trung Phụng (Đối diện UBND phường Trung Phụng), Đống Đa, Hà Nội",Flash Sale,4.5,999,Mở cửa,00:00 - 02:55 | 06:59 - 23:59,20.000 - 50.000,https://shopeefood.vn/ha-noi/quang-food-mi-tron-indomie-ngo-cho-kham-thien,Đống Đa
234,Thảo Nguyên Chay - Nhân Mỹ,ĂN CHAY,"7 Ngõ 322/90 Nhân Mỹ, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Giảm món,4.5,10,Mở cửa,07:30 - 21:30,0 - 0,https://shopeefood.vn/ha-noi/thao-nguyen-chay-nhan-my,Nam Từ Liêm
235,Lẩu Nấm Hoàng Gia - Sushi - CT5 Sông Đà,"Yêu thích
QUÁN ĂN -Chi nhánh","Toà nhà CT5 Sông Đà, KĐT Mỹ Đình, P. Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,50,Mở cửa,09:30 - 13:30 | 16:30 - 21:30,0 - 0,https://shopeefood.vn/ha-noi/lau-nam-hoang-gia-sushi-ct5-song-da,Nam Từ Liêm
236,Somali Cat - Bánh Ngọt & Trà Sữa Online - Nguyễn Huy Tưởng,"Yêu thích
SHOP ONLINE -Chi nhánh","142 Nguyễn Huy Tưởng, P. Thanh Xuân Trung, Thanh Xuân, Hà Nội",Giảm món,4.5,999,Mở cửa,08:00 - 21:30,6.000 - 80.000,https://shopeefood.vn/ha-noi/somali-cat-banh-ngot-tra-sua-online-nguyen-huy-tuong,Thanh Xuân
237,Bún Bò Huế Thu Sương - Trần Quang Diệu,"Yêu thích
QUÁN ĂN -Chi nhánh","2 Ngách 3 Ngõ 19 Trần Quang Diệu, P. Chợ Dừa, Đống Đa, Hà Nội",Flash Sale,4.5,999,Mở cửa,07:15 - 14:30 | 17:00 - 20:30,40.000 - 50.000,https://shopeefood.vn/ha-noi/bun-bo-hue-thu-suong-tran-quang-dieu,Đống Đa
238,"Gà Rán, Gà Luôc & Gà Ủ Muối - Kiến Hưng",QUÁN ĂN,"40 Tổ 8 Đa Sĩ, P. Kiến Hưng, Hà Đông, Hà Nội",Giảm món,4.5,100,Mở cửa,08:00 - 22:30,0 - 0,https://shopeefood.vn/ha-noi/ga-ran-ga-luoc-ga-u-muoi-kien-hung,Hà Đông
239,Quán Kimbap - Ẩm Thực Hàn Quốc - Phố Nhổn,"Yêu thích
QUÁN ĂN -Chi nhánh","67 Phố Nhổn, P. Xuân Phương, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,999,Mở cửa,08:05 - 22:15,20.000 - 80.000,https://shopeefood.vn/ha-noi/quan-kimbap-am-thuc-han-quoc-pho-nhon,Nam Từ Liêm
240,Tiệm Mỳ Nhà Bon - Mỳ Cay & Mỳ Xào,"Yêu thích
QUÁN ĂN","329 Lương Thế Vinh, P. Trung Văn, Nam Từ Liêm, Hà Nội",Giảm món,4.5,50,Mở cửa,00:00 - 02:00 | 11:00 - 13:30 | 19:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/tiem-my-nha-bon-my-cay-my-xao,Nam Từ Liêm
241,Nhem Nhem - Đồ Ăn Vặt & Mì Trộn Indomie,QUÁN ĂN -Chi nhánh,"Số 2 Ngõ 43/66/9 Trung Kính, P. Trung Hoà, Cầu Giấy, Hà Nội",Flash Sale,4.5,999,Mở cửa,00:00 - 01:00 | 09:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/nhem-nhem-do-an-vat-mi-tron-indomie,Cầu Giấy
242,Quán Sướng - Lẩu Đuôi Bò & Lẩu Lòng Bò,QUÁN ĂN,"TT6.2B - 78 Khu Đô Thị Mới Đại Kim Ngõ 282 Kim Giang, P. Đại Kim, Hoàng Mai, Hà Nội",Giảm món,3.5,50,Mở cửa,00:00 - 23:59,50.000 - 200.000,https://shopeefood.vn/ha-noi/quan-suong-lau-duoi-bo-lau-long-bo,Hoàng Mai
243,TRÀ SỮA BINGXUE - LINH ĐÀM,"Yêu thích
CAFÉ/DESSERT -Chi nhánh","Kiot 18 HH2B Bán Đảo Linh Đàm, P.Hoàng Liệt, Hoàng Mai, Hà Nội",Flash Sale,4.5,100,Mở cửa,08:00 - 22:30,0 - 0,https://shopeefood.vn/ha-noi/tra-sua-bingxue-linh-dam,Hoàng Mai
244,"Cơm Gà, Cơm Sườn & Đồ Ăn Vặt - Mễ Trì",QUÁN ĂN,"79A Ngõ 59 Mễ Trì, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Giảm món,4.5,50,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/com-ga-com-suon-do-an-vat-me-tri,Nam Từ Liêm
245,Gà Rán Taiwan Hot Chicken & Tea - Khương Trung,"Yêu thích
QUÁN ĂN","261 Khương Trung, P. Khương Trung, Thanh Xuân, Hà Nội",Flash Sale,4.5,50,Mở cửa,00:00 - 02:20 | 09:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/ga-ran-taiwan-hot-chicken-tea-khuong-trung,Thanh Xuân
246,HANACHA - Trà Sữa Thanh Mát - 39 Khúc Thừa Dụ,CAFÉ/DESSERT,"39 Khúc Thừa Dụ, P. Dịch Vọng, Cầu Giấy, Hà Nội",Giảm món,4.5,50,Mở cửa,07:45 - 22:40,0 - 0,https://shopeefood.vn/ha-noi/hanacha-tra-sua-thanh-mat-39-khuc-thua-du,Cầu Giấy
247,Passion - Korean Food & Coffee - Mễ Trì Hạ,QUÁN ĂN -Chi nhánh,"22 Ngõ 57 Mễ Trì Hạ, P. Mễ Trì, Nam Từ Liêm, Hà Nội",Flash Sale,4.5,100,Mở cửa,09:00 - 21:30,0 - 0,https://shopeefood.vn/ha-noi/passion-korean-food-coffee-me-tri-ha,Nam Từ Liêm
248,Mỳ Cay Seoul - Kim Giang,"ĂN VẶT/VỈA HÈ, SHOP ONLINE","6 Ngách 12 Ngõ 734 Kim Giang, Thanh Trì, Hà Nội",Giảm món,3.5,10,Mở cửa,00:00 - 23:59,0 - 0,https://shopeefood.vn/ha-noi/my-cay-seoul-kim-giang,Thanh Trì
